export_date,Slot,Team,Player,Pitcher,Grade,OnBaseScore,Matchup,ZF,G2TB%,SimTB2%,AVG,SLG,ISO,xwOBA,XBH%,HH%,SimTB,LA°,TB Signal,Plate IQ,IQ Grade,Zone Risk
7/10/2026,,TB,Ryan Vilade,Luis Castillo,💥 Hittable,34,41,3.4,,50.10%,,,0.19,0.306,,,0.9,26.3,0,,,
7/10/2026,,PIT,Marcell Ozuna,Brandon Sproat,💥 Hittable,33,31,1.4,,46.20%,,,0.12,0.318,,,1.3,25.8,0,,,
7/10/2026,,PIT,Billy Cook,Brandon Sproat,💥 Hittable,33,2,0,,45.60%,,,0.086,0.166,,,0.1,20.3,0,,,
7/10/2026,,TOR,Yohendrick Piñango,JP Sears,💥 Hittable,33,17,2.1,,30.40%,,,0.147,0.321,,,1,16.3,0,,,
7/10/2026,,LAA,Oswald Peraza,Zebby Matthews,🤔 Average,33,27,2.9,,45.40%,,,0.142,0.288,,,0.7,11.9,0,,,
7/10/2026,,NYM,Luis Torrens,Sonny Gray,⚠️ Tough,33,15,1.4,,38%,,,0.094,0.269,,,0.9,9.3,0,,,
7/10/2026,,CHC,Miguel Amaya,Hunter Greene,💥 Hittable,33,33,0.6,,50.40%,,,0.105,0.308,,,1.2,21.6,0,,,
7/10/2026,,CHC,Moisés Ballesteros,Hunter Greene,💥 Hittable,33,29,1.5,,48.80%,,,0.12,0.321,,,0.7,15.5,0,,,
7/10/2026,,LAA,Nick Madrigal,Zebby Matthews,🤔 Average,32,33,0,,56.70%,,,0.023,0.294,,,0.9,5.8,0,,,
7/10/2026,,CIN,TJ Friedl,Shota Imanaga,🤔 Average,32,15,1.5,,30.10%,,,0.191,0.241,,,0.9,18.1,0,,,
7/10/2026,,CIN,Edwin Arroyo,Shota Imanaga,🤔 Average,32,16,0,,37.80%,,,0.096,0.298,,,1.2,16.3,0,,,
7/10/2026,,SEA,Connor Joe,Nick Martinez,⚠️ Tough,32,17,0,,43.50%,,,0.128,0.331,,,0.7,-0.1,0,,,
7/10/2026,,ATH,Colby Thomas,Sean Burke,🤔 Average,32,22,4.1,,36.30%,,,0.161,0.267,,,0.2,18.7,0,,,
7/10/2026,,ATH,Max Muncy,Sean Burke,🤔 Average,32,20,2.9,,38.40%,,,0.169,0.279,,,0.5,9.8,0,,,
7/10/2026,,COL,Tyler Freeman,Robbie Ray,🤔 Average,32,28,0.4,,52.50%,,,0.081,0.304,,,1.2,8.1,0,,,
7/10/2026,,LAD,Alex Call,Eduardo Rodriguez,🤔 Average,31,37,0.7,,64.80%,,,0.073,0.255,,,0.8,17.6,0,,,
7/10/2026,,BOS,Connor Wong,Nolan McLean,⚠️ Tough,31,31,0.9,,43.80%,,,0.105,0.319,,,1.1,15.8,0,,,
7/10/2026,,BOS,Nate Eaton,Nolan McLean,⚠️ Tough,31,28,2.8,,40.40%,,,0.172,0.308,,,0.7,21.2,0,,,
7/10/2026,,SD,Sung-Mun Song,Shane Bieber,🎯 Target,31,26,0.9,,62.40%,,,0.075,0.268,,,0.7,6.8,0,,,
7/10/2026,,BAL,Gunnar Henderson,Luinder Avila,💥 Hittable,31,40,2.5,,53.50%,,,0.177,0.299,,,1.1,15.6,0,,,
7/10/2026,,NYY,Jazz Chisholm Jr.,Carson Palmquist,💥 Hittable,30,22,2.1,,34.10%,,,0.166,0.297,,,1.2,10.9,0,,,
7/10/2026,,HOU,Taylor Trammell,Cal Quantrill,🤔 Average,30,44,2.8,,55.90%,,,0.15,0.298,,,0.8,12.9,0,,,
7/10/2026,,HOU,Jake Meyers,Cal Quantrill,🤔 Average,30,15,1.5,,39.40%,,,0.099,0.243,,,0.8,3,0,,,
7/10/2026,,CHC,Pedro Ramírez,Hunter Greene,💥 Hittable,30,21,1.1,,44.50%,,,0.187,0.309,,,1,11.9,0,,,
7/10/2026,,SEA,Jhonny Pereda,Nick Martinez,⚠️ Tough,30,17,0,,39.30%,,,0.095,0.332,,,1.1,-7.9,0,,,
7/10/2026,,AZ,Tim Tawa,Kyle Hurt,🤔 Average,29,13,2,,49%,,,0.085,0.226,,,0.2,4.9,0,,,
7/10/2026,,PHI,Felix Reyes,Jack Flaherty,🤔 Average,29,25,3,,35.70%,,,0.105,0.252,,,0.9,9.3,0,,,
7/10/2026,,MIL,Sal Frelick,Braxton Ashcraft,⚠️ Tough,29,23,0.7,,51%,,,0.065,0.273,,,1,0,0,,,
7/10/2026,,LAD,Santiago Espinal,Eduardo Rodriguez,🤔 Average,28,22,1.8,,40.10%,,,0.107,0.282,,,0.9,9.4,0,,,
7/10/2026,,ATL,Jorge Mateo,Kyle Leahy,💥 Hittable,28,11,1,,32.60%,,,0.137,0.301,,,0.7,4.3,0,,,
7/10/2026,,TOR,Davis Schneider,JP Sears,💥 Hittable,28,22,3,,54.90%,,,0.143,0.258,,,0.3,28.8,0,,,
7/10/2026,,CHC,Ian Happ,Hunter Greene,💥 Hittable,28,57,2.4,,59.60%,,,0.214,0.321,,,1.3,10.4,0,,,
7/10/2026,,STL,Jimmy Crooks,Chris Sale,‼️ Elite,28,28,0,,46%,,,0.088,0.315,,,0.7,5.7,0,,,
7/10/2026,,MIA,Connor Norby,Parker Messick,⚠️ Tough,28,19,1.4,,39.80%,,,0.12,0.275,,,0.7,31.3,0,,,
7/10/2026,,HOU,Cam Smith,Cal Quantrill,🤔 Average,27,24,2.6,,32.30%,,,0.153,0.332,,,0.9,7.1,0,,,
7/10/2026,,LAA,Logan O'Hoppe,Zebby Matthews,🤔 Average,27,21,1.8,,47.20%,,,0.098,0.267,,,0.9,27.5,0,,,
7/10/2026,,HOU,Nick Allen,Cal Quantrill,🤔 Average,26,8,1,,35.50%,,,0.066,0.224,,,0.5,28.2,0,,,
7/10/2026,,TOR,Alejandro Kirk,JP Sears,💥 Hittable,26,20,2.7,,45.20%,,,0.099,0.274,,,0.3,15.1,0,,,
7/10/2026,,CWS,Luisangel Acuña,Jacob Lopez,🎯 Target,26,15,0.7,,43.40%,,,0.034,0.276,,,0.8,7.5,0,,,
7/10/2026,,PHI,Rafael Marchán,Jack Flaherty,🤔 Average,26,20,2.4,,39.70%,,,0.074,0.241,,,0.5,26.9,0,,,
7/10/2026,,SEA,Patrick Wisdom,Nick Martinez,⚠️ Tough,26,17,2.1,,36.40%,,,0.098,0.262,,,0.6,18.8,0,,,
7/10/2026,,DET,James Outman,Aaron Nola,💥 Hittable,26,34,4.7,,39.80%,,,0.127,0.233,,,0.7,16.6,0,,,
7/10/2026,,TEX,Andrew McCutchen,Hunter Brown,🤔 Average,25,10,1.3,,47%,,,0.068,0.232,,,0.3,16,0,,,
7/10/2026,,NYY,Anthony Volpe,Carson Palmquist,💥 Hittable,25,29,0.6,,49.30%,,,0.083,0.297,,,1.3,8.1,0,,,
7/10/2026,,BOS,Masataka Yoshida,Nolan McLean,⚠️ Tough,25,26,0,,48.40%,,,0.094,0.303,,,1.1,15.6,0,,,
7/10/2026,,NYM,Eric Wagaman,Sonny Gray,⚠️ Tough,25,13,3.3,,29.30%,,,0.214,0.338,,,0.1,7.3,0,,,
7/10/2026,,CHC,Michael Busch,Hunter Greene,💥 Hittable,25,52,1.7,,54.60%,,,0.152,0.358,,,1.2,22.1,0,,,
7/10/2026,,HOU,Joey Loperfido,Cal Quantrill,🤔 Average,24,26,0,,51.50%,,,0.118,0.324,,,0.8,7.7,0,,,
7/10/2026,,AZ,James McCann,Kyle Hurt,🤔 Average,24,10,0,,52.90%,,,0.048,0.231,,,0.7,17.5,0,,,
7/10/2026,,CWS,Edgar Quero,Jacob Lopez,🎯 Target,24,14,1.1,,45.90%,,,0.047,0.257,,,0.5,3.3,0,,,
7/10/2026,,CLE,Kahlil Watson,Sandy Alcantara,🤔 Average,24,18,0,,56.50%,,,0.092,0.24,,,0.9,20.4,0,,,
7/10/2026,,CIN,Tyler Stephenson,Shota Imanaga,🤔 Average,22,29,1.3,,44.60%,,,0.128,0.336,,,1,32.1,0,,,
7/10/2026,,MIL,William Contreras,Braxton Ashcraft,⚠️ Tough,22,31,2.5,,37.50%,,,0.115,0.337,,,1.1,13.5,0,,,
7/10/2026,,MIL,Blake Perkins,Braxton Ashcraft,⚠️ Tough,22,9,1.3,,29%,,,0.12,0.268,,,0.4,20.5,0,,,
7/10/2026,,NYM,MJ Melendez,Sonny Gray,⚠️ Tough,22,22,0.8,,49.30%,,,0.158,0.28,,,0.8,23.2,0,,,
7/10/2026,,CHC,Nico Hoerner,Hunter Greene,💥 Hittable,22,15,0.2,,38.80%,,,0.096,0.316,,,1.1,9.5,0,,,
7/10/2026,,WSH,Nasim Nuñez,Ryan Weathers,🤔 Average,22,35,0.4,,57.20%,,,0.05,0.258,,,1.4,0,0,,,
7/10/2026,,NYY,J.C. Escarra,Carson Palmquist,💥 Hittable,21,24,0,,43.80%,,,0.082,0.272,,,1.3,24.2,0,,,
7/10/2026,,HOU,Zach Cole,Cal Quantrill,🤔 Average,21,24,1.8,,51.90%,,,0.196,0.266,,,0.7,9.9,0,,,
7/10/2026,,TOR,Nathan Lukes,JP Sears,💥 Hittable,21,9,1.1,,31.70%,,,0.105,0.302,,,0.5,20.9,0,,,
7/10/2026,,BOS,Mickey Gasper,Nolan McLean,⚠️ Tough,21,24,0,,52.50%,,,0.065,0.275,,,1,7.5,0,,,
7/10/2026,,SD,Bryce Johnson,Shane Bieber,🎯 Target,21,8,0,,72.20%,,,0.044,0.169,,,0.5,10.7,0,,,
7/10/2026,,MIN,Orlando Arcia,Grayson Rodriguez,🎯 Target,21,23,0,,56.50%,,,0.083,0.261,,,0.7,-3.7,0,,,
7/10/2026,,MIN,Tristan Gray,Grayson Rodriguez,🎯 Target,21,17,1.2,,51.50%,,,0.105,0.276,,,0.7,1.4,0,,,
7/10/2026,,STL,Nolan Gorman,Chris Sale,‼️ Elite,21,14,1.7,,33.50%,,,0.124,0.289,,,0.8,25.5,0,,,
7/10/2026,,STL,Blaze Jordan,Chris Sale,‼️ Elite,21,13,1.1,,29.60%,,,0.114,0.304,,,0.9,11.2,0,,,
7/10/2026,,HOU,Zach Dezenzo,Cal Quantrill,🤔 Average,20,19,1.8,,35.20%,,,0.13,0.285,,,1,11.1,0,,,
7/10/2026,,TEX,Sam Haggerty,Hunter Brown,🤔 Average,19,1,0,,50.10%,,,0.023,0.161,,,0.1,1.7,0,,,
7/10/2026,,LAD,Alex Freeland,Eduardo Rodriguez,🤔 Average,19,9,0.5,,28.90%,,,0.084,0.287,,,0.8,6.3,0,,,
7/10/2026,,LAD,Hyeseong Kim,Eduardo Rodriguez,🤔 Average,19,9,0.8,,28.40%,,,0.069,0.287,,,0.6,9.2,0,,,
7/10/2026,,NYY,Ali Sánchez,Carson Palmquist,💥 Hittable,19,23,0,,57.90%,,,0.067,0.269,,,0.6,20.1,0,,,
7/10/2026,,ATL,Sandy León,Kyle Leahy,💥 Hittable,19,5,0,,43.90%,,,0,0.151,,,0.3,20.7,0,,,
7/10/2026,,PIT,Nick Yorke,Brandon Sproat,💥 Hittable,19,11,1.4,,41.40%,,,0.079,0.289,,,0.3,18.3,0,,,
7/10/2026,,AZ,Pavin Smith,Kyle Hurt,🤔 Average,19,4,0,,28.90%,,,0.051,0.264,,,0.4,22.2,0,,,
7/10/2026,,TOR,Eloy Jiménez,JP Sears,💥 Hittable,19,11,0,,45.70%,,,0,0.276,,,0.8,6.8,0,,,
7/10/2026,,CWS,Rikuu Nishida,Jacob Lopez,🎯 Target,19,6,0,,54.20%,,,0,0.229,,,0.4,1.3,0,,,
7/10/2026,,PHI,Garrett Stubbs,Jack Flaherty,🤔 Average,19,5,0,,46.40%,,,0,0.246,,,0.4,16.3,0,,,
7/10/2026,,CIN,Nathaniel Lowe,Shota Imanaga,🤔 Average,19,15,3.7,,30.30%,,,0.206,0.337,,,0.1,3.6,0,,,
7/10/2026,,CIN,Will Benson,Shota Imanaga,🤔 Average,19,25,1.8,,39.90%,,,0.146,0.32,,,0.8,31.5,0,,,
7/10/2026,,SD,Jase Bowen,Shane Bieber,🎯 Target,19,5,0,,45.20%,,,0.025,0.246,,,0.4,9.2,0,,,
7/10/2026,,MIN,Matt Wallner,Grayson Rodriguez,🎯 Target,19,9,1,,44.20%,,,0.125,0.279,,,0.2,21.8,0,,,
7/10/2026,,SF,Drew Cavanaugh,Tanner Gordon,💥 Hittable,19,5,0,,40.60%,,,0,0.292,,,0.4,19.8,0,,,
7/10/2026,,BAL,Leody Taveras,Luinder Avila,💥 Hittable,19,28,0.7,,59.50%,,,0.118,0.28,,,0.8,11.3,0,,,
7/10/2026,,DET,Jahmai Jones,Aaron Nola,💥 Hittable,19,11,1.8,,35.20%,,,0.084,0.316,,,0.2,8,0,,,
7/10/2026,,HOU,Christian Vázquez,Cal Quantrill,🤔 Average,17,18,1.6,,42.70%,,,0.107,0.24,,,1,5.6,0,,,
7/10/2026,,KC,Kameron Misner,Brandon Young,🤔 Average,17,3,0,,59.90%,,,0.024,0.212,,,0.2,11.4,0,,,
7/10/2026,,LAA,Bryce Teodosio,Zebby Matthews,🤔 Average,17,4,0,,46.30%,,,0.043,0.199,,,0.3,0.6,0,,,
7/10/2026,,CIN,Ke'Bryan Hayes,Shota Imanaga,🤔 Average,17,27,0.9,,46.50%,,,0.083,0.326,,,1,28.5,0,,,
7/10/2026,,MIL,Andrew Vaughn,Braxton Ashcraft,⚠️ Tough,17,19,0.7,,34%,,,0.167,0.359,,,0.9,1.5,0,,,
7/10/2026,,NYM,Ronny Mauricio,Sonny Gray,⚠️ Tough,17,21,2.5,,39.50%,,,0.08,0.21,,,0.8,7.1,0,,,
7/10/2026,,CLE,Petey Halpin,Sandy Alcantara,🤔 Average,17,8,0,,48.10%,,,0.056,0.233,,,0.6,12.7,0,,,
7/10/2026,,CHC,Dansby Swanson,Hunter Greene,💥 Hittable,17,40,2.6,,49.20%,,,0.205,0.304,,,1.2,25.7,0,,,
7/10/2026,,SEA,Victor Robles,Nick Martinez,⚠️ Tough,17,7,0,,47%,,,0.022,0.255,,,0.6,7,0,,,
7/10/2026,,SEA,Leo Rivas,Nick Martinez,⚠️ Tough,17,6,0,,51.20%,,,0.04,0.23,,,0.5,18.5,0,,,
7/10/2026,,ATH,Darell Hernaiz,Sean Burke,🤔 Average,17,6,0,,44.70%,,,0.051,0.259,,,0.5,16.4,0,,,
7/10/2026,,COL,Chad Stevens,Robbie Ray,🤔 Average,17,0,0,,43%,,,0,0.225,,,0,6.4,0,,,
7/10/2026,,TB,Ben Williamson,Luis Castillo,💥 Hittable,17,21,0.6,,47.60%,,,0.082,0.283,,,0.8,6.2,0,,,
7/10/2026,,WSH,Drew Millas,Ryan Weathers,🤔 Average,17,16,1.7,,46%,,,0.078,0.263,,,0.5,10.1,0,,,
7/10/2026,,MIA,Christopher Morel,Parker Messick,⚠️ Tough,17,6,0,,37.70%,,,0.044,0.216,,,0.7,18.6,0,,,
7/10/2026,,HOU,Dustin Harris,Cal Quantrill,🤔 Average,16,11,0,,40.50%,,,0.07,0.301,,,0.8,4.6,0,,,
7/10/2026,,BOS,Carlos Narváez,Nolan McLean,⚠️ Tough,16,13,1.4,,33.90%,,,0.079,0.264,,,0.8,9.5,0,,,
7/10/2026,,STL,Pedro Pagés,Chris Sale,‼️ Elite,16,11,1.2,,29.40%,,,0.124,0.257,,,0.7,19.3,0,,,
7/10/2026,,STL,Victor Scott II,Chris Sale,‼️ Elite,16,18,0.5,,45%,,,0.065,0.253,,,0.9,-5.1,0,,,
7/11/2026,,NYY,Ben Rice,PJ Poulin,🤔 Average,97,64,5.9,,37.10%,,,0.478,0.375,,,2.6,12.7,1,,,
7/11/2026,,CHC,Seiya Suzuki,Nick Lodolo,🎯 Target,97,96,3.7,,66.10%,,,0.296,0.337,,,2.3,19.8,1,,,
7/11/2026,,CHC,Michael Conforto,Nick Lodolo,🎯 Target,94,100,4.3,,65.10%,,,0.218,0.319,,,3.1,7.4,1,,,
7/11/2026,,CHC,Pete Crow-Armstrong,Nick Lodolo,🎯 Target,94,79,4.2,,54.60%,,,0.305,0.37,,,1.8,17.1,1,,,
7/11/2026,,ATL,Matt Olson,Matthew Liberatore,🎯 Target,93,79,4.8,,51.60%,,,0.429,0.364,,,2.2,13.6,1,,,
7/11/2026,,KC,Jac Caglianone,Kyle Bradish,💥 Hittable,93,70,4.1,,50.10%,,,0.183,0.372,,,1.7,1.1,1,,,
7/11/2026,,PIT,Esmerlyn Valdez,Brandon Sproat,⚠️ Tough,93,83,6.3,,52.50%,,,0.274,0.37,,,1.5,20.9,1,,,
7/11/2026,,TOR,Kazuma Okamoto,Walker Buehler,🎯 Target,93,77,4.6,,55.10%,,,0.297,0.346,,,2.1,21.3,1,,,
7/11/2026,,BOS,Willson Contreras,Freddy Peralta,💥 Hittable,93,84,5.6,,52.10%,,,0.371,0.369,,,1.9,12,1,,,
7/11/2026,,MIN,Ryan Jeffers,Ryan Johnson,🎯 Target,93,100,5,,58.20%,,,0.227,0.422,,,2.6,13.9,1,,,
7/11/2026,,SF,Heliot Ramos,Kyle Freeland,💥 Hittable,93,91,4,,64.30%,,,0.272,0.368,,,2,18.1,1,,,
7/11/2026,,BAL,Coby Mayo,Noah Cameron,💥 Hittable,93,96,4.7,,66.30%,,,0.305,0.297,,,2,19.9,1,,,
7/11/2026,,STL,Alec Burleson,Reynaldo López,🤔 Average,93,85,3.7,,55%,,,0.168,0.378,,,2.3,12,1,,,
7/11/2026,,STL,Jordan Walker,Reynaldo López,🤔 Average,93,66,4.4,,48.20%,,,0.336,0.36,,,1.8,22.9,1,,,
7/11/2026,,KC,Tyler Tolbert,Kyle Bradish,💥 Hittable,89,71,3.1,,65.90%,,,0.285,0.297,,,1.3,10.8,1,,,
7/11/2026,,TEX,Wyatt Langford,Peter Lambert,🤔 Average,86,79,5,,57.50%,,,0.385,0.301,,,2.4,28.7,1,,,
7/11/2026,,LAD,Shohei Ohtani,Brandon Pfaadt,💥 Hittable,86,95,4.1,,56.30%,,,0.322,0.402,,,2.1,18.5,1,,,
7/11/2026,,CWS,Miguel Vargas,Unknown (695611),🤔 Average,86,71,3.9,,46.30%,,,0.355,0.407,,,1.8,8.3,1,,,
7/11/2026,,CWS,Munetaka Murakami,Unknown (695611),🤔 Average,86,89,6.4,,50.80%,,,0.262,0.385,,,1.9,8.7,1,,,
7/11/2026,,MIL,Jake Bauers,Braxton Ashcraft,⚠️ Tough,86,74,4.4,,50.70%,,,0.274,0.372,,,1.8,20.7,1,,,
7/11/2026,,SEA,Dominic Canzone,Griffin Jax,🤔 Average,86,62,4.4,,46.50%,,,0.242,0.382,,,1.3,33.6,1,,,
7/11/2026,,ATH,Jonah Heim,Bryan Hudson,🤔 Average,86,82,5,,58.30%,,,0.174,0.325,,,1.6,-0.3,1,,,
7/11/2026,,COL,Hunter Goodman,Tyler Mahle,🎯 Target,86,92,7.2,,60%,,,0.212,0.341,,,1.6,19.7,1,,,
7/11/2026,,MIA,Heriberto Hernandez,Tanner Bibee,🤔 Average,86,69,4.1,,45.90%,,,0.604,0.387,,,2.1,9.9,1,,,
7/11/2026,,PIT,Brandon Lowe,Brandon Sproat,⚠️ Tough,85,73,4.6,,51%,,,0.174,0.355,,,2,9.7,1,,,
7/11/2026,,PIT,Bryan Reynolds,Brandon Sproat,⚠️ Tough,85,64,3.1,,47.90%,,,0.306,0.362,,,2,12.2,1,,,
7/11/2026,,PIT,Ryan O'Hearn,Brandon Sproat,💥 Hittable,83,69,3.3,,54.80%,,,0.304,0.32,,,2.2,19.9,1,,,
7/11/2026,,COL,Cole Carrigg,Tyler Mahle,🎯 Target,82,72,3.1,,62%,,,0.299,0.32,,,1.9,23.3,1,,,
7/11/2026,,SF,Bryce Eldridge,Kyle Freeland,💥 Hittable,81,72,3,,59%,,,0.212,0.366,,,1.7,9.2,1,,,
7/11/2026,,STL,Bryan Torres,Reynaldo López,🤔 Average,81,63,5.6,,52%,,,0.24,0.321,,,1.3,21.4,1,,,
7/11/2026,,STL,JJ Wetherholt,Reynaldo López,🤔 Average,81,66,2.9,,49.20%,,,0.143,0.37,,,2.1,10.5,1,,,
7/11/2026,,MIA,Kyle Stowers,Tanner Bibee,🤔 Average,81,68,3.9,,49.40%,,,0.375,0.33,,,2.3,5.5,1,,,
7/11/2026,,ATL,Michael Harris II,Matthew Liberatore,🎯 Target,80,70,4.5,,50.10%,,,0.199,0.359,,,1.9,13.5,1,,,
7/11/2026,,ATL,Drake Baldwin,Matthew Liberatore,🎯 Target,80,70,4.1,,49.50%,,,0.105,0.388,,,1.5,14.1,1,,,
7/11/2026,,ATL,Joey Bart,Matthew Liberatore,🎯 Target,79,61,7.3,,46.70%,,,0.314,0.325,,,1.1,9.3,1,,,
7/11/2026,,HOU,Yordan Alvarez,Kumar Rocker,🎯 Target,79,100,7.5,,50.10%,,,0.35,0.487,,,2.6,23.1,1,,,
7/11/2026,,LAA,Mike Trout,Joe Ryan,‼️ Elite,79,65,5.9,,34.60%,,,0.314,0.436,,,2,25.2,1,,,
7/11/2026,,CIN,JJ Bleday,Javier Assad,🤔 Average,79,76,4.1,,54.60%,,,0.203,0.378,,,1.7,14.8,1,,,
7/11/2026,,SD,Luis Campusano,Trey Yesavage,🤔 Average,79,67,4.3,,51.20%,,,0.229,0.35,,,2.1,8.7,1,,,
7/11/2026,,MIL,Brice Turang,Braxton Ashcraft,⚠️ Tough,79,75,3.5,,53%,,,0.198,0.349,,,2.2,4.5,1,,,
7/11/2026,,NYM,Juan Soto,Unknown (700842),💥 Hittable,79,69,4.7,,36.80%,,,0.371,0.439,,,2.2,7.3,1,,,
7/11/2026,,SF,Casey Schmitt,Kyle Freeland,💥 Hittable,79,69,5.1,,51.30%,,,0.205,0.355,,,1.7,16.3,1,,,
7/11/2026,,COL,Kyle Karros,Tyler Mahle,🎯 Target,79,69,2.2,,62%,,,0.312,0.34,,,1.8,8.2,1,,,
7/11/2026,,TB,Junior Caminero,Logan Gilbert,‼️ Elite,79,66,6.2,,38.80%,,,0.45,0.38,,,2.2,9.2,1,,,
7/11/2026,,WSH,James Wood,Cam Schlittler,‼️ Elite,79,72,5.5,,37.20%,,,0.545,0.435,,,2.7,11.3,1,,,
7/11/2026,,NYY,Max Schuemann,PJ Poulin,🤔 Average,76,60,1.5,,60.20%,,,0.292,0.358,,,1.3,2.1,1,,,
7/11/2026,,CWS,Randal Grichuk,Unknown (695611),🤔 Average,76,72,7.8,,46.80%,,,0.101,0.379,,,0.9,28.4,1,,,
7/11/2026,,ATH,Carlos Cortes,Bryan Hudson,🤔 Average,76,68,1.2,,59.10%,,,0.125,0.346,,,1.9,3.7,1,,,
7/11/2026,,MIA,Griffin Conine,Tanner Bibee,🤔 Average,76,67,3.6,,55%,,,0.198,0.335,,,1.5,9.5,1,,,
7/11/2026,,MIA,Otto Lopez,Tanner Bibee,🤔 Average,76,67,2.1,,55.40%,,,0.324,0.328,,,2.3,23.4,1,,,
7/11/2026,,COL,TJ Rumfield,Tyler Mahle,🎯 Target,75,72,3,,59.70%,,,0.086,0.339,,,1.9,18.4,1,,,
7/11/2026,,KC,Bobby Witt Jr.,Kyle Bradish,💥 Hittable,87,57,2.9,,46.90%,,,0.165,0.387,,,1.4,23.6,0,,,
7/11/2026,,STL,Nelson Velázquez,Reynaldo López,🤔 Average,81,39,6.2,,35.60%,,,0.264,0.396,,,0.8,9.6,0,,,
7/11/2026,,KC,Lane Thomas,Kyle Bradish,💥 Hittable,80,46,2.8,,48.20%,,,0.316,0.32,,,1.5,16.8,0,,,
7/11/2026,,AZ,Ketel Marte,Yoshinobu Yamamoto,‼️ Elite,79,36,2.5,,32.70%,,,0.173,0.367,,,1.6,-0.1,0,,,
7/11/2026,,CLE,Gabriel Arias,Eury Pérez,🤔 Average,79,37,4.2,,39.70%,,,0.355,0.265,,,1.5,0.8,0,,,
7/11/2026,,CLE,Chase DeLauter,Eury Pérez,🤔 Average,79,34,1.5,,35.30%,,,0.288,0.334,,,2,18.4,0,,,
7/11/2026,,SEA,Randy Arozarena,Griffin Jax,🤔 Average,79,55,2.3,,49.20%,,,0.24,0.352,,,1.6,18.4,0,,,
7/11/2026,,KC,Isaac Collins,Kyle Bradish,💥 Hittable,78,48,1.3,,54.50%,,,0.247,0.321,,,1.5,12.8,0,,,
7/11/2026,,ATH,Tyler Soderstrom,Bryan Hudson,🤔 Average,78,49,3.7,,40.80%,,,0.347,0.348,,,1.8,12.6,0,,,
7/11/2026,,TEX,Justin Foscue,Peter Lambert,🤔 Average,77,40,4.4,,36.40%,,,0.594,0.38,,,1.5,18.5,0,,,
7/11/2026,,CLE,Rhys Hoskins,Eury Pérez,🤔 Average,77,34,3.2,,39.40%,,,0.321,0.297,,,1.2,6,0,,,
7/11/2026,,TEX,Joc Pederson,Peter Lambert,🤔 Average,76,46,3.9,,37.30%,,,0.246,0.376,,,1.4,18,0,,,
7/11/2026,,KC,Nick Loftin,Kyle Bradish,💥 Hittable,76,48,1.4,,52.10%,,,0.19,0.333,,,1.6,20.5,0,,,
7/11/2026,,BAL,Pete Alonso,Noah Cameron,💥 Hittable,76,50,3.6,,40.20%,,,0.181,0.391,,,1.7,6.5,0,,,
7/11/2026,,AZ,Nolan Arenado,Yoshinobu Yamamoto,‼️ Elite,75,36,3.1,,39.10%,,,0.239,0.297,,,1.5,28.9,0,,,
7/11/2026,,AZ,Gabriel Moreno,Yoshinobu Yamamoto,‼️ Elite,75,38,1.9,,37%,,,0.071,0.356,,,1.4,9.1,0,,,
7/11/2026,,AZ,Adrian Del Castillo,Yoshinobu Yamamoto,‼️ Elite,75,38,3.3,,43%,,,0.239,0.277,,,1.6,11.2,0,,,
7/11/2026,,TOR,George Springer,Walker Buehler,🎯 Target,75,53,3.6,,51%,,,0.252,0.307,,,1.9,15.1,0,,,
7/11/2026,,LAD,Freddie Freeman,Brandon Pfaadt,💥 Hittable,73,77,2.1,,57.70%,,,0.167,0.377,,,1.9,12.1,0,,,
7/11/2026,,LAD,Max Muncy,Brandon Pfaadt,💥 Hittable,73,81,4.7,,54.40%,,,0.13,0.38,,,1.5,25.9,0,,,
7/11/2026,,CIN,Elly De La Cruz,Javier Assad,🤔 Average,73,62,3.7,,48.70%,,,0.289,0.356,,,1.8,13.7,0,,,
7/11/2026,,MIN,Kody Clemens,Ryan Johnson,🎯 Target,73,69,3.4,,56.80%,,,0.334,0.332,,,2,15.2,0,,,
7/11/2026,,CHC,Carson Kelly,Nick Lodolo,🎯 Target,73,77,2.3,,66.90%,,,0.16,0.334,,,1.4,21.9,0,,,
7/11/2026,,SEA,Luke Raley,Griffin Jax,🤔 Average,73,52,3.7,,45.10%,,,0.105,0.358,,,1.3,7,0,,,
7/11/2026,,SEA,Cole Young,Griffin Jax,🤔 Average,73,48,2.6,,48.20%,,,0.26,0.32,,,1.6,13.8,0,,,
7/11/2026,,COL,Jake McCarthy,Tyler Mahle,🎯 Target,73,55,2.6,,55.70%,,,0.315,0.297,,,2,5.5,0,,,
7/11/2026,,KC,Michael Massey,Kyle Bradish,🤔 Average,72,49,2.4,,53.10%,,,0.109,0.322,,,1.3,15.3,0,,,
7/11/2026,,AZ,Corbin Carroll,Yoshinobu Yamamoto,‼️ Elite,72,36,2.5,,37.80%,,,0.106,0.336,,,1.3,17,0,,,
7/11/2026,,BOS,Anthony Seigler,Freddy Peralta,💥 Hittable,72,58,2.3,,51.90%,,,0.197,0.353,,,1.5,21.3,0,,,
7/11/2026,,SF,Rafael Devers,Kyle Freeland,💥 Hittable,72,39,3.6,,41.50%,,,0.401,0.334,,,1.5,9.5,0,,,
7/11/2026,,BAL,Tyler O'Neill,Noah Cameron,💥 Hittable,72,39,1.8,,46.50%,,,0.699,0.323,,,1.6,31.1,0,,,
