export_date,Slot,Team,Player,Pitcher,Grade,TrueHR,Matchup,ZF,Form (gHR),SimHR%,ISO,xwOBA,PulledBrl%,Brl/BIP%,HR/FB%,FB%,HH%,LA°,Barrel Signal
2026-07-07,,MIN,Kody Clemens,Joey Cantillo,💥 Hittable,93,52,3.6,49.0,25.3%,0.342,0.33,7.1,24.8%,0.374,28.6,28.6,15.2,0
2026-07-07,,MIN,Josh Bell,Joey Cantillo,💥 Hittable,91,41,2.1,52.0,36.7%,0.442,0.318,7.4,33.3%,0.445,33.3,37.0,9.7,0
2026-07-07,,BAL,Samuel Basallo,Matthew Boyd,🤔 Average,86,38,3.3,48.0,14%,0.34,0.35,10.5,39.9%,0.4,26.3,31.6,25.7,0
2026-07-07,,TEX,Joc Pederson,José Soriano,🤔 Average,84,61,3.2,21.0,9.9%,0.277,0.375,0.0,0%,0.999,7.7,30.8,18.0,0
2026-07-07,,NYY,Ben Rice,Ian Seymour,⚠️ Tough,84,49,4.4,44.0,15.6%,0.305,0.366,6.7,25.1%,0.375,26.7,26.7,12.7,0
2026-07-07,,KC,Carter Jensen,Cionel Pérez,,84,51,3.1,44.0,13.6%,0.264,0.281,10.0,33.3%,0.333,30.0,20.0,16.2,0
2026-07-07,,TOR,Kazuma Okamoto,Trevor McDonald,,84,52,4.0,24.0,7.8%,0.197,0.344,0.0,0%,0.167,26.1,21.7,21.3,0
2026-07-07,,PHI,Brandon Marsh,Andrew Abbott,,84,50,3.5,40.0,23.8%,0.278,0.327,9.1,37.6%,0.376,24.2,24.2,7.6,0
2026-07-07,,CIN,Spencer Steer,Zack Wheeler,,84,54,3.0,23.0,17.7%,0.177,0.328,0.0,25%,0.25,20.0,40.0,14.7,0
2026-07-07,,CLE,Chase DeLauter,Taj Bradley,,84,49,1.5,27.0,11.6%,0.177,0.327,0.0,0%,0.166,19.4,45.2,18.4,0
2026-07-07,,SF,Rafael Devers,Spencer Miles,⚠️ Tough,84,53,3.0,56.0,24.7%,0.428,0.332,6.7,18.3%,0.363,36.7,36.7,9.5,0
2026-07-07,,SEA,Dominic Canzone,Max Meyer,⚠️ Tough,84,59,4.9,40.0,14.3%,0.356,0.39,5.9,33.5%,0.668,17.6,23.5,33.6,0
2026-07-07,,COL,Mickey Moniak,Justin Wrobleski,,84,56,5.3,44.0,24%,0.401,0.326,6.7,33.5%,0.5,20.0,36.7,24.1,0
2026-07-07,,MIA,Otto Lopez,Bryan Woo,,84,57,2.3,35.0,32.4%,0.423,0.331,0.0,11%,0.333,30.0,40.0,23.4,0
2026-07-07,,SF,Heliot Ramos,Spencer Miles,,82,58,3.8,42.0,20.9%,0.496,0.38,0.0,22.3%,0.444,30.0,50.0,18.1,0
2026-07-07,,TEX,Josh Smith,José Soriano,🤔 Average,81,47,0.8,48.0,23.1%,0.348,0.287,8.3,24.9%,0.25,33.3,25.0,2.9,0
2026-07-07,,CIN,JJ Bleday,Zack Wheeler,,81,64,3.1,19.0,0%,0.237,0.375,0.0,0%,0.0,14.8,14.8,25.3,0
2026-07-07,,MIA,Heriberto Hernandez,Bryan Woo,⚠️ Tough,80,47,3.4,44.0,18.2%,0.504,0.367,0.0,33.3%,0.5,26.1,39.1,9.9,0
2026-07-07,,ATL,Matt Olson,Paul Skenes,⚠️ Tough,79,56,4.9,44.0,14.9%,0.383,0.366,3.0,11%,0.444,27.3,36.4,13.6,0
2026-07-07,,CWS,Colson Montgomery,Payton Tolle,⚠️ Tough,79,54,5.4,43.0,20.7%,0.317,0.33,7.1,19.9%,0.3,35.7,21.4,26.1,0
2026-07-07,,DET,Kerry Carpenter,J.T. Ginn,🤔 Average,79,64,3.5,38.0,11.1%,0.21,0.313,12.0,50%,0.167,24.0,40.0,17.7,0
2026-07-07,,LAD,Max Muncy,Michael Lorenzen,,78,73,4.7,43.0,11.8%,0.198,0.379,3.7,11.1%,0.111,33.3,29.6,25.9,0
2026-07-07,,CIN,Sal Stewart,Zack Wheeler,,78,57,2.9,21.0,21.4%,0.277,0.341,0.0,16.5%,0.334,20.0,33.3,5.5,0
2026-07-07,,MIA,Kyle Stowers,Bryan Woo,⚠️ Tough,78,53,4.0,39.0,15.5%,0.41,0.335,0.0,0%,0.5,20.0,43.3,5.5,0
2026-07-07,,MIA,Owen Caissie,Bryan Woo,,78,58,3.2,36.0,13.4%,0.306,0.29,5.3,25.1%,0.499,21.1,21.1,24.1,0
2026-07-07,,PHI,Bryce Harper,Andrew Abbott,,77,53,4.3,27.0,10.7%,0.231,0.403,3.1,50%,0.503,6.2,28.1,16.7,0
2026-07-07,,BAL,Coby Mayo,Matthew Boyd,🤔 Average,76,83,4.1,18.0,0%,0.181,0.289,0.0,0%,0.0,30.0,40.0,19.9,0
2026-07-07,,PHI,Kyle Schwarber,Andrew Abbott,💥 Hittable,75,98,7.4,20.0,0%,0.31,0.382,0.0,0%,0.0,6.2,25.0,7.0,0
2026-07-07,,TOR,Yohendrick Piñango,Trevor McDonald,,74,59,1.8,20.0,0%,0.147,0.321,0.0,0%,0.0,23.5,23.5,16.3,0
2026-07-07,,CWS,Randal Grichuk,Payton Tolle,⚠️ Tough,74,76,8.0,20.0,0%,0.214,0.391,0.0,24.9%,0.0,33.3,41.7,15.9,0
2026-07-07,,CHC,Michael Busch,Shane Baz,💥 Hittable,74,65,2.6,24.0,20.5%,0.216,0.356,0.0,0%,0.286,25.0,17.9,22.1,0
2026-07-07,,SD,Fernando Tatis Jr.,Zac Gallen,🎯 Target,73,58,1.1,15.0,24.4%,0.222,0.35,0.0,16.8%,0.333,16.7,33.3,12.6,0
2026-07-07,,SD,Luis Campusano,Zac Gallen,🎯 Target,73,100,5.7,19.0,0%,0.281,0.317,0.0,0%,0.0,10.0,20.0,5.1,0
2026-07-07,,WSH,Daylen Lile,Tatsuya Imai,💥 Hittable,73,68,2.7,35.0,23.8%,0.241,0.313,3.8,14.1%,0.286,26.9,42.3,14.7,0
2026-07-07,,TEX,Elias Díaz,José Soriano,,72,41,3.0,26.0,26%,0.314,0.28,0.0,20.2%,0.4,26.3,42.1,12.4,0
2026-07-07,,TOR,Daulton Varsho,Trevor McDonald,,72,52,2.1,20.0,0%,0.097,0.289,0.0,0%,0.0,25.0,30.0,19.1,0
2026-07-07,,CIN,Elly De La Cruz,Zack Wheeler,‼️ Elite,72,33,3.0,23.0,6.2%,0.135,0.353,0.0,0%,0.25,12.5,25.0,13.7,0
2026-07-07,,CLE,Bo Naylor,Taj Bradley,,72,42,1.4,29.0,21.1%,0.259,0.298,0.0,0%,0.333,30.0,50.0,13.5,0
2026-07-07,,CLE,Kyle Manzardo,Taj Bradley,,72,55,3.1,32.0,14.1%,0.131,0.297,4.5,19.8%,0.2,22.7,18.2,10.5,0
2026-07-07,,SEA,Cole Young,Max Meyer,⚠️ Tough,71,36,2.5,35.0,12.4%,0.283,0.319,5.0,25%,0.5,20.0,20.0,13.8,0
2026-07-07,,TOR,Brandon Valenzuela,Trevor McDonald,💥 Hittable,70,64,2.4,18.0,0%,0.175,0.325,0.0,0%,0.0,20.0,0.0,17.1,0
2026-07-07,,CHC,Seiya Suzuki,Shane Baz,💥 Hittable,70,66,3.3,20.0,9.5%,0.203,0.333,0.0,9.2%,0.091,39.3,25.0,19.8,0
2026-07-07,,LAA,Zach Neto,Jacob deGrom,,70,67,4.5,23.0,20.5%,0.292,0.319,0.0,0%,0.286,28.0,32.0,21.1,0
2026-07-07,,ATH,Colby Thomas,Tarik Skubal,‼️ Elite,70,32,4.2,31.0,16.1%,0.365,0.277,0.0,33.2%,0.668,21.4,42.9,20.9,0
2026-07-07,,STL,Bryan Torres,Jacob Misiorowski,‼️ Elite,70,44,5.2,58.0,17.8%,0.53,0.34,10.0,25%,0.5,40.0,40.0,20.7,0
2026-07-07,,LAD,Freddie Freeman,Michael Lorenzen,,69,67,2.1,28.0,24%,0.228,0.38,0.0,0%,0.222,25.7,37.1,12.1,0
2026-07-07,,CIN,TJ Friedl,Zack Wheeler,,69,34,1.4,29.0,19.6%,0.281,0.246,0.0,0%,0.25,23.5,17.6,18.1,0
2026-07-07,,SD,Manny Machado,Zac Gallen,,69,54,4.4,25.0,21.9%,0.332,0.319,0.0,10.1%,0.3,28.6,22.9,5.5,0
2026-07-07,,ATH,Shea Langeliers,Tarik Skubal,‼️ Elite,68,47,4.7,25.0,7.9%,0.164,0.377,0.0,50%,0.25,25.0,25.0,15.6,0
2026-07-07,,ATL,Michael Harris II,Paul Skenes,⚠️ Tough,67,59,5.0,30.0,12.3%,0.204,0.36,3.0,16.5%,0.333,18.2,36.4,13.5,0
2026-07-07,,HOU,Raynel Delgado,Andrew Alvarez,,67,66,3.2,44.0,23.4%,0.303,0.264,10.0,33.3%,0.333,30.0,40.0,10.9,0
2026-07-07,,MIN,Victor Caratini,Joey Cantillo,💥 Hittable,67,43,1.8,26.0,18.3%,0.202,0.343,4.8,25.3%,0.251,19.0,23.8,13.1,0
2026-07-07,,MIN,Royce Lewis,Joey Cantillo,,67,64,3.9,23.0,15.9%,0.177,0.289,0.0,0%,0.2,18.5,29.6,14.7,0
2026-07-07,,AZ,Nolan Arenado,Germán Márquez,,66,57,3.1,20.0,32.4%,0.253,0.298,0.0,16.5%,0.333,26.1,30.4,28.9,0
2026-07-07,,AZ,Corbin Carroll,Germán Márquez,🎯 Target,66,74,3.0,10.0,0%,0.116,0.34,0.0,0%,0.0,12.9,19.4,17.0,0
2026-07-07,,PHI,Gabriel Rincones Jr.,Andrew Abbott,💥 Hittable,66,40,2.0,30.0,22.6%,0.215,0.217,4.8,33.6%,0.333,14.3,38.1,25.9,0
2026-07-07,,WSH,CJ Abrams,Tatsuya Imai,,66,66,3.9,25.0,18.6%,0.255,0.33,0.0,0%,0.334,22.2,29.6,19.8,0
2026-07-07,,NYY,Paul Goldschmidt,Ian Seymour,,65,75,3.6,19.0,0%,0.239,0.343,0.0,33.5%,0.0,16.7,22.2,17.1,0
2026-07-07,,KC,Tyler Tolbert,Cionel Pérez,,65,61,2.1,30.0,28%,0.276,0.316,0.0,0%,0.333,30.0,20.0,14.2,0
2026-07-07,,CWS,Miguel Vargas,Payton Tolle,⚠️ Tough,65,59,3.5,27.0,6.3%,0.267,0.408,0.0,39.9%,0.1,30.3,39.4,8.3,0
2026-07-07,,PIT,Bryan Reynolds,Hurston Waldrep,🎯 Target,64,63,2.2,22.0,9.8%,0.229,0.358,2.9,19.7%,0.4,14.7,23.5,12.2,0
2026-07-07,,NYM,A.J. Ewing,Seth Lugo,🎯 Target,64,55,0.5,38.0,9.3%,0.153,0.339,3.8,12.3%,0.125,30.8,26.9,18.1,0
2026-07-07,,CLE,Austin Hedges,Taj Bradley,,64,50,1.5,24.0,26.8%,0.336,0.293,0.0,0%,0.665,18.8,31.2,4.9,0
2026-07-07,,TEX,Justin Foscue,José Soriano,,63,44,3.4,16.0,0%,0.22,0.375,0.0,0%,0.0,7.7,23.1,17.2,0
2026-07-07,,NYY,Trent Grisham,Ian Seymour,,63,57,2.5,22.0,13.9%,0.283,0.358,0.0,0%,0.502,13.3,33.3,21.5,0
2026-07-07,,KC,Isaac Collins,Cionel Pérez,🎯 Target,63,43,1.0,27.0,15.9%,0.274,0.314,0.0,0%,0.25,30.8,46.2,12.8,0
2026-07-07,,COL,Cole Carrigg,Justin Wrobleski,,63,58,3.9,23.0,18%,0.314,0.324,0.0,16.8%,0.167,21.4,21.4,20.8,0
2026-07-07,,TB,Cedric Mullins,Will Warren,💥 Hittable,63,55,3.0,26.0,23.9%,0.258,0.271,0.0,0%,0.401,21.7,17.4,19.1,0
2026-07-07,,TEX,Brandon Nimmo,José Soriano,🤔 Average,62,54,1.5,12.0,0%,0.154,0.396,0.0,0%,0.0,10.0,30.0,11.3,0
2026-07-07,,TEX,Evan Carter,José Soriano,,62,42,1.8,24.0,10.8%,0.193,0.296,0.0,0%,0.997,5.9,17.6,24.3,0
2026-07-07,,ATL,Drake Baldwin,Paul Skenes,⚠️ Tough,62,46,4.6,36.0,4.3%,0.11,0.393,6.1,25.2%,0.125,24.2,30.3,14.1,0
2026-07-07,,AZ,Adrian Del Castillo,Germán Márquez,,62,62,3.6,20.0,32.2%,0.223,0.276,0.0,0%,0.5,20.0,20.0,11.2,0
2026-07-07,,TOR,Nathan Lukes,Trevor McDonald,,62,47,1.0,10.0,0%,0.109,0.298,0.0,0%,0.0,13.3,23.3,20.9,0
2026-07-07,,PHI,Alec Bohm,Andrew Abbott,💥 Hittable,62,46,2.5,21.0,27%,0.247,0.303,0.0,40.4%,0.401,16.1,35.5,13.2,0
2026-07-07,,SEA,Randy Arozarena,Max Meyer,,62,50,2.5,16.0,13.8%,0.214,0.344,0.0,0%,0.5,8.0,28.0,18.4,0
2026-07-07,,DET,Kevin McGonigle,J.T. Ginn,🤔 Average,62,62,1.3,31.0,7%,0.115,0.377,0.0,0%,0.091,37.9,34.5,19.0,0
2026-07-07,,MIA,Graham Pauley,Bryan Woo,,62,36,1.2,34.0,0%,0.184,0.238,10.0,50%,0.0,20.0,50.0,11.8,0
2026-07-07,,NYY,Max Schuemann,Ian Seymour,⚠️ Tough,61,41,1.5,34.0,20%,0.348,0.358,0.0,66.7%,0.333,27.3,18.2,12.9,0
2026-07-07,,SD,Jackson Merrill,Zac Gallen,,61,43,1.3,30.0,20.3%,0.169,0.291,3.2,16.5%,0.332,19.4,22.6,7.0,0
2026-07-07,,NYM,MJ Melendez,Seth Lugo,,61,46,0.8,33.0,0%,0.158,0.279,10.0,50%,0.0,20.0,40.0,23.2,0
2026-07-07,,TEX,Josh Jung,José Soriano,,60,43,2.1,18.0,12.6%,0.238,0.342,0.0,49.4%,0.5,8.7,34.8,7.3,0
2026-07-07,,PHI,Trea Turner,Andrew Abbott,,60,38,1.6,21.0,26.6%,0.255,0.28,0.0,0%,0.301,31.2,34.4,13.3,0
2026-07-07,,MIL,Brice Turang,Matt Svanson,💥 Hittable,60,64,2.9,27.0,16.4%,0.176,0.343,2.6,24.8%,0.25,10.5,26.3,4.5,0
2026-07-07,,MIN,Trevor Larnach,Joey Cantillo,,60,43,2.6,31.0,13.6%,0.213,0.341,0.0,0%,0.167,27.3,36.4,9.5,0
2026-07-07,,MIN,Luke Keaschall,Joey Cantillo,,60,45,0.7,28.0,33.4%,0.298,0.31,0.0,0%,0.333,28.6,14.3,11.3,0
2026-07-07,,NYY,Jasson Domínguez,Ian Seymour,,59,55,2.7,34.0,11.4%,0.162,0.274,3.6,11.2%,0.111,32.1,39.3,11.7,0
2026-07-07,,KC,Lane Thomas,Cionel Pérez,,59,60,2.6,15.0,11%,0.233,0.308,0.0,0%,0.502,8.3,25.0,16.8,0
2026-07-07,,AZ,Jorge Barrosa,Germán Márquez,,59,38,2.3,33.0,36.2%,0.333,0.227,0.0,0%,0.25,40.0,40.0,8.1,0
2026-07-07,,WSH,Keibert Ruiz,Tatsuya Imai,💥 Hittable,59,67,2.7,30.0,0%,0.146,0.289,7.1,33.2%,0.0,21.4,42.9,6.1,0
2026-07-07,,PIT,Brandon Lowe,Hurston Waldrep,🎯 Target,58,76,3.6,25.0,10%,0.186,0.359,0.0,0%,0.333,10.0,23.3,9.7,0
2026-07-07,,CIN,Noelvi Marte,Zack Wheeler,,58,45,4.2,18.0,18.9%,0.146,0.301,0.0,0%,0.335,13.0,26.1,11.1,0
2026-07-07,,COL,Kyle Karros,Justin Wrobleski,‼️ Elite,58,34,2.2,26.0,18.7%,0.351,0.341,0.0,0%,0.334,17.6,26.5,8.2,0
2026-07-07,,MIA,Griffin Conine,Bryan Woo,,58,74,4.1,21.0,12.9%,0.176,0.344,0.0,0%,1.0,3.7,25.9,9.5,0
2026-07-07,,TEX,Jake Burger,José Soriano,,57,60,3.8,18.0,12.8%,0.15,0.296,0.0,24.7%,0.25,18.2,31.8,-5.1,0
2026-07-07,,SD,Ty France,Zac Gallen,,57,59,3.9,11.0,0%,0.11,0.307,0.0,0%,0.0,17.1,22.9,16.4,0
2026-07-07,,NYM,Francisco Lindor,Seth Lugo,🎯 Target,57,70,2.4,25.0,23.6%,0.192,0.375,0.0,0%,0.401,15.6,46.9,3.9,0
2026-07-07,,NYM,Carson Benge,Seth Lugo,,57,59,2.7,21.0,18.1%,0.219,0.342,3.2,33%,0.665,9.7,35.5,10.2,0
2026-07-07,,LAA,Jose Siri,Jacob deGrom,,57,61,5.7,18.0,13.2%,0.243,0.293,0.0,100%,1.0,10.0,20.0,20.9,0
2026-07-07,,ATH,Nick Kurtz,Tarik Skubal,‼️ Elite,57,35,4.9,29.0,3.7%,0.149,0.392,3.8,24.7%,0.25,15.4,26.9,8.2,0
2026-07-07,,DET,Colt Keith,J.T. Ginn,🤔 Average,57,51,1.6,33.0,12.6%,0.184,0.319,6.7,50.4%,0.502,13.3,26.7,11.1,0
2026-07-07,,CWS,Kyle Teel,Payton Tolle,,56,39,2.5,26.0,8.4%,0.169,0.331,3.8,33%,0.335,11.5,26.9,20.8,0
2026-07-07,,MIL,Jackson Chourio,Matt Svanson,💥 Hittable,56,69,3.1,15.0,21.1%,0.217,0.343,0.0,0%,0.4,13.9,25.0,8.1,0
2026-07-07,,SEA,Mitch Garver,Max Meyer,,56,38,2.8,23.0,10%,0.327,0.323,0.0,0%,1.0,10.0,20.0,24.2,0
2026-07-07,,SEA,Josh Naylor,Max Meyer,,56,50,1.6,19.0,0%,0.106,0.329,4.0,20%,0.0,20.0,24.0,24.4,0
2026-07-07,,TB,Ryan Vilade,Will Warren,,56,58,3.9,23.0,20.8%,0.284,0.311,0.0,33.2%,0.333,25.0,25.0,26.3,0
2026-07-07,,LAD,Miguel Rojas,Michael Lorenzen,,55,41,1.3,25.0,17.4%,0.282,0.334,0.0,0%,0.2,27.8,50.0,23.9,0
2026-07-07,,ATL,Ozzie Albies,Paul Skenes,⚠️ Tough,55,43,2.3,26.0,10%,0.277,0.295,2.9,10.9%,0.222,26.5,20.6,17.0,0
2026-07-07,,AZ,Lourdes Gurriel Jr.,Germán Márquez,,55,39,0.8,22.0,17.8%,0.171,0.294,0.0,0%,0.167,23.1,26.9,24.5,0
2026-07-07,,TOR,Myles Straw,Trevor McDonald,,55,22,1.0,18.0,20.5%,0.255,0.273,0.0,0%,0.2,50.0,30.0,13.7,0
2026-07-07,,SD,Sung-Mun Song,Zac Gallen,,55,47,1.2,17.0,29.7%,0.211,0.275,0.0,0%,0.5,12.5,25.0,11.5,0
2026-07-07,,NYM,Tyrone Taylor,Seth Lugo,,55,51,3.4,33.0,22.7%,0.413,0.283,0.0,50%,0.499,30.8,23.1,14.1,0
2026-07-07,,SF,Victor Bericoto,Spencer Miles,⚠️ Tough,55,54,5.0,28.0,16.6%,0.326,0.334,0.0,33.5%,0.333,15.8,52.6,3.7,0
2026-07-07,,SF,Bryce Eldridge,Spencer Miles,⚠️ Tough,55,47,2.8,32.0,4.8%,0.149,0.355,3.3,19.8%,0.199,16.7,30.0,27.6,0
2026-07-07,,ATH,Jonah Heim,Tarik Skubal,‼️ Elite,55,43,5.9,17.0,14.3%,0.253,0.334,0.0,25.1%,0.499,16.7,25.0,5.5,0
2026-07-07,,CLE,Brayan Rocchio,Taj Bradley,,54,57,1.4,27.0,16.8%,0.121,0.313,0.0,0%,0.167,25.0,25.0,-0.2,0
2026-07-07,,LAA,Donovan Walton,Jacob deGrom,‼️ Elite,54,35,2.6,17.0,0%,0.162,0.321,0.0,0%,0.0,10.0,40.0,16.5,0
2026-07-07,,COL,Sterlin Thompson,Justin Wrobleski,,54,30,1.5,38.0,27.1%,0.384,0.301,0.0,0%,0.333,30.0,30.0,9.7,0
2026-07-07,,PIT,Ryan O'Hearn,Hurston Waldrep,🎯 Target,53,71,1.9,11.0,0%,0.107,0.313,0.0,0%,0.0,12.9,22.6,19.9,0
2026-07-07,,TOR,George Springer,Trevor McDonald,,53,34,3.0,11.0,0.9%,0.149,0.303,0.0,,,0.0,30.0,15.1,0
2026-07-07,,TB,Jonny DeLuca,Will Warren,,53,53,3.6,20.0,23.3%,0.216,0.274,0.0,0%,0.498,11.8,23.5,22.5,0
2026-07-07,,MIL,Christian Yelich,Matt Svanson,💥 Hittable,52,43,2.2,33.0,9.9%,0.117,0.306,6.5,33.5%,0.166,19.4,19.4,-6.5,0
2026-07-07,,CLE,Travis Bazzana,Taj Bradley,,52,64,2.2,12.0,0%,0.083,0.313,0.0,0%,0.0,17.9,25.0,10.1,0
2026-07-07,,MIN,Brooks Lee,Joey Cantillo,,52,51,2.8,20.0,0%,0.101,0.296,0.0,0%,0.0,27.6,24.1,16.0,0
2026-07-07,,CHC,Alex Bregman,Shane Baz,💥 Hittable,52,53,1.4,23.0,15.7%,0.169,0.327,0.0,0%,0.199,17.9,25.0,11.3,0
2026-07-07,,SEA,J.P. Crawford,Max Meyer,,52,62,3.8,12.0,0%,0.087,0.33,0.0,0%,0.0,4.0,28.0,12.5,0
2026-07-07,,COL,Brett Sullivan,Justin Wrobleski,,52,58,3.6,21.0,0%,0.1,0.267,0.0,0%,0.0,27.3,54.5,25.5,0
2026-07-07,,TEX,Kyle Higashioka,José Soriano,,51,37,1.9,9.0,0%,0.123,0.279,0.0,0%,0.0,16.7,25.0,19.3,0
2026-07-07,,TEX,Ezequiel Duran,José Soriano,,51,42,1.3,17.0,14.8%,0.125,0.288,0.0,0%,0.25,16.0,28.0,9.3,0
2026-07-07,,LAD,Mookie Betts,Michael Lorenzen,🎯 Target,51,65,2.7,19.0,0%,0.154,0.333,0.0,16.5%,0.0,37.5,46.9,30.5,0
2026-07-07,,LAD,Tommy Edman,Michael Lorenzen,,51,46,1.5,18.0,23.5%,0.214,0.353,0.0,0%,0.5,9.1,27.3,14.3,0
2026-07-07,,PIT,Esmerlyn Valdez,Hurston Waldrep,,51,54,4.6,24.0,5.2%,0.314,0.374,0.0,19.7%,0.199,15.2,18.2,7.9,0
2026-07-07,,AZ,Ildemaro Vargas,Germán Márquez,,51,37,2.5,8.0,0%,0.083,0.297,0.0,0%,0.0,6.2,43.8,18.7,0
2026-07-07,,AZ,Geraldo Perdomo,Germán Márquez,,51,42,1.0,33.0,11.3%,0.163,0.323,0.0,0%,0.091,34.4,21.9,1.9,0
2026-07-07,,AZ,LuJames Groover,Germán Márquez,,51,34,1.8,22.0,15.6%,0.318,0.277,0.0,100%,1.0,10.0,10.0,23.8,0
2026-07-07,,TOR,Davis Schneider,Trevor McDonald,,51,39,2.6,15.0,0%,0.143,0.258,0.0,0%,0.0,60.0,40.0,28.8,0
2026-07-07,,PHI,Bryson Stott,Andrew Abbott,,51,39,1.2,15.0,0%,0.096,0.317,0.0,0%,0.0,20.0,30.0,19.6,0
2026-07-07,,SD,Nick Castellanos,Zac Gallen,,51,46,3.7,13.0,0%,0.148,0.264,0.0,0%,0.0,30.0,20.0,17.9,0
2026-07-07,,SF,Luis Arraez,Spencer Miles,,51,49,1.0,26.0,9.3%,0.207,0.317,0.0,0%,0.125,25.8,29.0,22.6,0
2026-07-07,,SEA,Luke Raley,Max Meyer,,51,64,4.6,10.0,0%,0.108,0.367,0.0,0%,0.0,7.1,28.6,7.0,0
2026-07-07,,PIT,Henry Davis,Hurston Waldrep,,50,38,2.8,20.0,12.2%,0.295,0.296,0.0,0%,0.499,18.2,27.3,17.5,0
2026-07-07,,CWS,Drew Romo,Payton Tolle,,50,58,3.4,26.0,0%,0.19,0.27,0.0,0%,0.0,30.0,20.0,17.2,0
2026-07-07,,PHI,J.T. Realmuto,Andrew Abbott,,50,43,2.3,19.0,15.6%,0.166,0.314,0.0,0%,0.333,15.8,15.8,15.3,0
2026-07-07,,CHC,Moisés Ballesteros,Shane Baz,💥 Hittable,50,57,2.3,13.0,0%,0.12,0.321,0.0,0%,0.0,10.0,30.0,15.5,0
2026-07-07,,LAA,Nolan Schanuel,Jacob deGrom,,50,51,1.9,14.0,0%,0.119,0.334,0.0,0%,0.0,20.0,25.0,17.4,0
2026-07-07,,TB,Hunter Feduccia,Will Warren,💥 Hittable,50,42,0.0,21.0,0%,0.143,0.281,0.0,0%,0.0,16.7,41.7,20.5,0
2026-07-07,,DET,Dillon Dingler,J.T. Ginn,🤔 Average,50,72,4.4,15.0,0%,0.182,0.365,0.0,12.3%,0.0,27.6,31.0,10.7,0
2026-07-07,,STL,JJ Wetherholt,Jacob Misiorowski,🤔 Average,50,60,2.2,34.0,7.5%,0.148,0.37,3.0,12.4%,0.125,24.2,36.4,10.5,0
2026-07-07,,LAD,Ryan Ward,Michael Lorenzen,,49,68,4.5,25.0,0%,0.236,0.313,0.0,0%,0.0,30.0,10.0,28.3,0
2026-07-07,,KC,Jac Caglianone,Cionel Pérez,,49,62,3.8,18.0,0%,0.198,0.377,0.0,0%,0.0,15.4,38.5,1.1,0
2026-07-07,,CIN,Jose Trevino,Zack Wheeler,‼️ Elite,49,20,1.4,28.0,19.9%,0.281,0.27,0.0,0%,0.499,18.2,45.5,2.7,0
2026-07-07,,CIN,Matt McLain,Zack Wheeler,,49,45,2.1,9.0,0%,0.139,0.319,0.0,0%,0.0,20.0,6.7,18.4,0
2026-07-07,,MIN,Austin Martin,Joey Cantillo,,49,47,0.4,10.0,5.4%,0.094,0.318,0.0,,,0.0,20.0,15.6,0
2026-07-07,,SF,Casey Schmitt,Spencer Miles,,49,48,4.3,23.0,7.6%,0.134,0.345,0.0,0%,0.143,22.6,38.7,16.3,0
2026-07-07,,BAL,Adley Rutschman,Matthew Boyd,🤔 Average,49,40,3.2,23.0,0%,0.153,0.342,0.0,0%,0.0,31.8,27.3,16.1,0
2026-07-07,,COL,Ezequiel Tovar,Justin Wrobleski,‼️ Elite,49,31,3.6,24.0,21.6%,0.258,0.271,0.0,25%,0.25,29.6,14.8,26.5,0
2026-07-07,,WSH,José Tena,Tatsuya Imai,,49,44,1.3,20.0,13.9%,0.221,0.318,0.0,0%,1.008,6.2,43.8,11.6,0
2026-07-07,,HOU,Christian Walker,Andrew Alvarez,,48,60,3.9,20.0,6.6%,0.18,0.31,0.0,33.3%,0.333,11.1,14.8,20.3,0
2026-07-07,,BOS,Jarren Duran,Unknown (702273),,48,42,2.7,33.0,14.3%,0.163,0.286,5.0,33.3%,0.333,15.0,25.0,4.1,0
2026-07-07,,BOS,Masataka Yoshida,Unknown (702273),,48,40,0.0,27.0,0%,0.129,0.308,0.0,0%,0.0,30.0,30.0,15.6,0
2026-07-07,,SEA,Cal Raleigh,Max Meyer,,48,46,3.3,26.0,7.4%,0.151,0.285,0.0,0%,0.25,17.4,13.0,29.3,0
2026-07-07,,LAD,Teoscar Hernández,Michael Lorenzen,,47,40,1.5,19.0,8.6%,0.12,0.304,0.0,11%,0.111,29.0,29.0,20.9,0
2026-07-07,,LAD,Kyle Tucker,Michael Lorenzen,,47,53,1.7,23.0,0%,0.076,0.319,0.0,0%,0.0,27.3,18.2,20.1,0
2026-07-07,,LAD,Andy Pages,Michael Lorenzen,,47,44,2.4,25.0,11.1%,0.157,0.34,0.0,25.2%,0.125,22.2,27.8,27.4,0
2026-07-07,,NYY,Giancarlo Stanton,Ian Seymour,,47,50,2.8,12.0,0%,0.113,0.364,0.0,0%,0.0,10.0,50.0,23.9,0
2026-07-07,,NYY,Amed Rosario,Ian Seymour,,47,48,2.9,25.0,3.1%,0.403,0.322,0.0,,,0.0,16.7,5.0,0
2026-07-07,,HOU,Yainer Diaz,Andrew Alvarez,,47,48,2.4,20.0,11.4%,0.267,0.287,0.0,66.5%,0.666,15.8,36.8,13.5,0
2026-07-07,,HOU,Cam Smith,Andrew Alvarez,,47,58,2.9,19.0,13.7%,0.245,0.334,0.0,16.7%,0.334,22.2,40.7,7.1,0
2026-07-07,,CLE,Gabriel Arias,Taj Bradley,,47,41,3.6,18.0,24.6%,0.239,0.26,0.0,19.8%,0.401,21.7,30.4,0.8,0
