export_date,Slot,Team,Player,Pitcher,Grade,TrueHR,Matchup,ZF,Form (gHR),SimHR%,ISO,xwOBA,PulledBrl%,Brl/BIP%,HR/FB%,FB%,HH%,LA°,Barrel Signal
2026-07-05,,CLE,Rhys Hoskins,Chris Murphy,,25,43,2.9,12.0,0%,0.111,0.291,0.0,0%,0.0,6.2,18.8,6.0,0
2026-07-05,,SD,Rodolfo Durán,Emmet Sheehan,,25,41,3.9,11.0,0%,0.178,0.245,0.0,0%,0.0,18.2,18.2,8.3,0
2026-07-05,,SD,Samad Taylor,Emmet Sheehan,,25,39,1.1,7.0,0%,0.075,0.319,0.0,50%,0.0,8.0,4.0,12.7,0
2026-07-05,,ATH,Lawrence Butler,Eury Pérez,,25,40,1.3,13.0,0%,0.1,0.306,0.0,0%,0.0,8.0,32.0,1.0,0
2026-07-05,,WSH,Jorbit Vivas,Bubba Chandler,💥 Hittable,25,39,1.3,7.0,4.8%,0.096,0.299,0.0,,,0.0,21.1,7.4,0
2026-07-05,,MIA,Connor Norby,Unknown (695611),,25,45,1.4,11.0,0%,0.12,0.274,0.0,0%,0.0,40.0,20.0,31.3,0
2026-07-05,,NYM,Brett Baty,Martín Pérez,🤔 Average,25,37,1.1,9.0,0%,0.084,0.294,0.0,0%,0.0,11.5,26.9,9.5,0
2026-07-05,,HOU,Brice Matthews,Mason Englert,,25,35,3.2,7.0,0%,0.129,0.266,0.0,0%,0.0,20.0,0.0,17.8,0
2026-07-05,,PIT,Konnor Griffin,Cade Cavalli,🤔 Average,25,46,2.3,7.0,0%,0.081,0.302,0.0,0%,0.0,6.9,31.0,2.4,0
2026-07-05,,NYY,Ryan McMahon,Joe Ryan,‼️ Elite,24,31,2.9,8.0,1.9%,0.12,0.309,0.0,,,0.0,20.0,6.2,0
2026-07-05,,MIL,David Hamilton,Eduardo Rodriguez,,24,30,1.3,9.0,0%,0.09,0.257,0.0,0%,0.0,7.1,21.4,13.2,0
2026-07-05,,COL,Edouard Julien,Tyler Mahle,,24,38,1.0,11.0,0%,0.084,0.346,0.0,0%,0.0,5.6,22.2,1.7,0
2026-07-05,,COL,Tyler Freeman,Tyler Mahle,,24,30,0.5,5.0,0%,0.049,0.298,0.0,0%,0.0,20.8,25.0,12.9,0
2026-07-05,,NYM,Ronny Mauricio,Martín Pérez,🤔 Average,24,48,2.6,12.0,0%,0.089,0.21,0.0,0%,0.0,10.0,20.0,7.5,0
2026-07-05,,BOS,Ceddanne Rafaela,Ryan Johnson,,24,48,2.9,8.0,0%,0.096,0.281,0.0,0%,0.0,16.1,9.7,8.7,0
2026-07-05,,HOU,Joey Loperfido,Mason Englert,,24,35,0.0,10.0,0%,0.118,0.324,0.0,0%,0.0,9.1,18.2,7.7,0
2026-07-05,,PIT,Billy Cook,Cade Cavalli,🤔 Average,24,18,0.0,10.0,0%,0.086,0.166,0.0,0%,0.0,30.0,20.0,20.3,0
2026-07-05,,CWS,Chase Meidroth,Tanner Bibee,🤔 Average,24,36,1.9,16.0,12%,0.116,0.276,0.0,0%,0.25,12.1,18.2,-2.8,0
2026-07-05,,TOR,Vladimir Guerrero Jr.,Emerson Hancock,⚠️ Tough,23,29,0.6,8.0,0%,0.044,0.34,0.0,0%,0.0,12.0,40.0,-4.7,0
2026-07-05,,MIA,Christopher Morel,Unknown (695611),,23,22,0.0,4.0,0%,0.044,0.216,0.0,0%,0.0,10.0,20.0,18.6,0
2026-07-05,,MIN,Matt Wallner,Ryan Weathers,🤔 Average,23,28,1.1,7.0,1.8%,0.125,0.28,0.0,,,0.0,0.0,21.8,0
2026-07-05,,MIA,Leo Jiménez,Unknown (695611),,23,33,0.0,10.0,0%,0.093,0.293,0.0,0%,0.0,16.7,33.3,4.8,0
2026-07-05,,CIN,Rece Hinds,Kyle Bradish,💥 Hittable,23,22,0.0,7.0,4.4%,0.098,0.154,0.0,,,0.0,10.0,22.3,0
2026-07-05,,BOS,Jarren Duran,Ryan Johnson,,23,42,3.2,12.0,0%,0.155,0.281,0.0,0%,0.0,13.6,18.2,4.1,0
2026-07-05,,ATH,Darell Hernaiz,Eury Pérez,,23,35,0.0,5.0,0%,0.051,0.26,0.0,0%,0.0,10.0,10.0,16.4,0
2026-07-05,,CLE,Petey Halpin,Chris Murphy,,23,11,0.0,11.0,0%,0.057,0.232,0.0,0%,0.0,20.0,20.0,19.3,0
2026-07-05,,TOR,Eloy Jiménez,Emerson Hancock,,22,39,0.0,2.0,4.1%,0.0,0.275,0.0,,,0.0,30.0,6.8,0
2026-07-05,,SEA,Leo Rivas,Trey Yesavage,,22,24,0.0,8.0,0%,0.04,0.23,0.0,0%,0.0,30.0,10.0,18.5,0
2026-07-05,,AZ,Alek Thomas,Brandon Sproat,,22,35,0.0,12.0,2.6%,0.121,0.278,0.0,,,0.0,30.0,-6.4,0
2026-07-05,,BOS,Mickey Gasper,Ryan Johnson,,22,43,0.0,6.0,0%,0.065,0.275,0.0,0%,0.0,10.0,20.0,7.5,0
2026-07-05,,WSH,Nasim Nuñez,Bubba Chandler,💥 Hittable,22,28,0.3,17.0,15.1%,0.112,0.261,0.0,33.6%,0.334,12.5,12.5,0.0,0
2026-07-05,,COL,Jordan Beck,Tyler Mahle,,22,25,1.4,15.0,0%,0.202,0.265,0.0,0%,0.0,20.0,10.0,9.7,0
2026-07-05,,AZ,Tommy Troy,Brandon Sproat,,22,36,3.2,9.0,0%,0.132,0.303,0.0,0%,0.0,5.0,15.0,6.3,0
2026-07-05,,PHI,Justin Crawford,Luinder Avila,,22,40,0.8,7.0,0%,0.058,0.269,0.0,0%,0.0,11.5,34.6,1.3,0
2026-07-05,,ATH,Henry Bolte,Eury Pérez,,22,41,1.2,7.0,0%,0.077,0.298,0.0,0%,0.0,13.3,23.3,-5.1,0
2026-07-05,,MIN,Tristan Gray,Ryan Weathers,🤔 Average,21,42,1.3,13.0,0%,0.107,0.277,0.0,0%,0.0,15.8,10.5,1.4,0
2026-07-05,,PIT,Jake Mangum,Cade Cavalli,🤔 Average,21,37,0.5,9.0,0%,0.068,0.286,0.0,0%,0.0,9.1,21.2,-4.5,0
2026-07-05,,DET,Jake Rogers,Kumar Rocker,,21,32,1.4,13.0,0%,0.091,0.22,0.0,0%,0.0,30.0,20.0,32.0,0
2026-07-05,,NYY,José Caballero,Joe Ryan,‼️ Elite,21,32,3.6,9.0,0%,0.136,0.274,0.0,0%,0.0,4.8,9.5,4.7,0
2026-07-05,,CWS,Luisangel Acuña,Tanner Bibee,🤔 Average,21,34,0.9,4.0,3.3%,0.036,0.274,0.0,,,0.0,30.0,7.5,0
2026-07-05,,CLE,Juan Brito,Chris Murphy,,21,15,0.0,7.0,3.5%,0.104,0.223,0.0,,,0.0,30.0,12.0,0
2026-07-05,,MIL,Sal Frelick,Eduardo Rodriguez,,21,26,0.7,18.0,0%,0.096,0.283,0.0,0%,0.0,24.0,28.0,0.0,0
2026-07-05,,WSH,Drew Millas,Bubba Chandler,💥 Hittable,21,32,1.5,7.0,0%,0.08,0.267,0.0,0%,0.0,21.4,7.1,10.1,0
2026-07-05,,CWS,Edgar Quero,Tanner Bibee,🤔 Average,21,34,1.3,9.0,0%,0.047,0.257,0.0,50%,0.0,20.0,40.0,3.3,0
2026-07-05,,ATL,Sandy León,Nolan McLean,⚠️ Tough,20,17,0.0,2.0,1.4%,0.0,0.151,0.0,,,0.0,20.0,20.7,0
2026-07-05,,KC,Starling Marte,Aaron Nola,,20,36,0.9,6.0,0%,0.068,0.329,0.0,0%,0.0,5.9,17.6,0.7,0
2026-07-05,,MIL,Luis Rengifo,Eduardo Rodriguez,,20,27,0.0,5.0,3%,0.049,0.303,0.0,,,0.0,40.0,0.5,0
2026-07-05,,HOU,Jake Meyers,Mason Englert,,20,43,1.7,7.0,0%,0.088,0.243,0.0,0%,0.0,15.4,23.1,3.0,0
2026-07-05,,NYY,Anthony Volpe,Joe Ryan,‼️ Elite,20,26,0.7,7.0,0%,0.086,0.301,0.0,0%,0.0,15.0,20.0,2.3,0
2026-07-05,,LAA,Wade Meckler,Ranger Suárez,,20,23,0.8,10.0,0%,0.116,0.315,0.0,0%,0.0,5.0,25.0,3.5,0
2026-07-05,,SD,Jase Bowen,Emmet Sheehan,,20,25,0.0,7.0,0%,0.095,0.209,0.0,0%,0.0,10.0,10.0,13.3,0
2026-07-05,,SD,Will Wagner,Emmet Sheehan,,20,49,0.0,2.0,4.7%,0.029,0.331,0.0,,,0.0,0.0,5.8,0
2026-07-05,,CLE,Kahlil Watson,Chris Murphy,💥 Hittable,20,18,0.0,9.0,0%,0.096,0.262,0.0,0%,0.0,10.7,21.4,9.4,0
2026-07-05,,WSH,Jacob Young,Bubba Chandler,💥 Hittable,20,35,1.7,9.0,0%,0.135,0.275,0.0,0%,0.0,20.0,6.7,2.3,0
2026-07-05,,STL,Jimmy Crooks,Javier Assad,,20,31,0.0,9.0,0%,0.091,0.318,0.0,0%,0.0,10.0,20.0,5.7,0
2026-07-05,,TB,Chandler Simpson,Peter Lambert,,20,37,0.0,11.0,0%,0.09,0.249,0.0,0%,0.0,9.5,19.0,4.3,0
2026-07-05,,MIL,Cooper Pratt,Eduardo Rodriguez,,20,32,0.0,3.0,0%,0.02,0.315,0.0,0%,0.0,16.0,16.0,9.6,0
2026-07-05,,AZ,Ryan Waldschmidt,Brandon Sproat,,20,28,0.0,10.0,3.4%,0.197,0.282,0.0,,,0.0,0.0,10.2,0
2026-07-05,,ATL,Jorge Mateo,Nolan McLean,⚠️ Tough,19,19,0.8,12.0,0%,0.14,0.306,0.0,0%,0.0,7.7,23.1,4.3,0
2026-07-05,,SEA,Jhonny Pereda,Trey Yesavage,,19,27,0.0,7.0,2.9%,0.095,0.331,0.0,,,0.0,20.0,-7.9,0
2026-07-05,,DET,Jahmai Jones,Kumar Rocker,,19,38,2.4,7.0,1.2%,0.086,0.323,0.0,,,0.0,10.0,2.1,0
2026-07-05,,TOR,Andrés Giménez,Emerson Hancock,,19,37,1.3,12.0,0%,0.093,0.257,0.0,0%,0.0,15.8,10.5,4.1,0
2026-07-05,,BOS,Carlos Narváez,Ryan Johnson,,19,32,1.7,9.0,0%,0.083,0.265,0.0,0%,0.0,30.8,7.7,9.5,0
2026-07-05,,TEX,Nicky Lopez,Casey Mize,,19,40,1.0,6.0,5.5%,0.037,0.263,0.0,,,0.0,16.7,-11.7,0
2026-07-05,,KC,Kameron Misner,Aaron Nola,,19,36,0.0,10.0,0%,0.025,0.219,0.0,0%,0.0,20.0,10.0,9.4,0
2026-07-05,,TOR,Ernie Clement,Emerson Hancock,,19,35,1.0,9.0,0%,0.083,0.28,0.0,0%,0.0,25.9,11.1,3.8,0
2026-07-05,,AZ,Tim Tawa,Brandon Sproat,,19,41,2.6,8.0,2.8%,0.119,0.231,0.0,,,0.0,10.0,4.9,0
2026-07-05,,CIN,Edwin Arroyo,Kyle Bradish,💥 Hittable,19,29,0.0,7.0,0%,0.044,0.294,0.0,0%,0.0,8.0,16.0,32.7,0
2026-07-05,,HOU,Zach Dezenzo,Mason Englert,,19,35,2.5,6.0,3.2%,0.118,0.27,0.0,,,0.0,0.0,9.5,0
2026-07-05,,SEA,Connor Joe,Trey Yesavage,,18,22,0.0,12.0,2%,0.128,0.331,0.0,,,0.0,10.0,-0.1,0
2026-07-05,,CLE,Patrick Bailey,Chris Murphy,,18,18,1.3,11.0,0%,0.071,0.289,0.0,0%,0.0,16.7,25.0,5.3,0
2026-07-05,,TEX,Alejandro Osuna,Casey Mize,,18,30,0.0,10.0,0%,0.026,0.312,0.0,0%,0.0,20.0,13.3,0.2,0
2026-07-05,,CLE,Steven Kwan,Chris Murphy,💥 Hittable,17,12,0.0,15.0,0%,0.125,0.301,0.0,0%,0.0,20.7,6.9,4.9,0
2026-07-05,,PIT,Jhostynxon Garcia,Cade Cavalli,🤔 Average,17,20,0.0,7.0,0%,0.095,0.275,0.0,0%,0.0,20.0,10.0,9.6,0
2026-07-05,,HOU,Christian Vázquez,Mason Englert,,16,28,1.9,8.0,0%,0.11,0.239,0.0,0%,0.0,10.0,10.0,3.7,0
2026-07-05,,MIN,Orlando Arcia,Ryan Weathers,🤔 Average,15,34,0.0,6.0,3.9%,0.083,0.26,0.0,,,0.0,10.0,-3.7,0
2026-07-05,,SD,Bryce Johnson,Emmet Sheehan,,15,26,0.0,4.0,0%,0.044,0.168,0.0,0%,0.0,10.0,0.0,10.7,0
2026-07-05,,HOU,Dustin Harris,Mason Englert,,15,22,0.0,9.0,0%,0.07,0.3,0.0,0%,0.0,10.0,10.0,4.6,0
2026-07-05,,LAA,Nick Madrigal,Ranger Suárez,,14,34,0.0,1.0,0%,0.023,0.294,0.0,0%,0.0,10.0,0.0,5.8,0
2026-07-05,,LAD,Alex Freeland,JP Sears,,14,22,0.5,6.0,0%,0.088,0.288,0.0,0%,0.0,10.5,0.0,6.3,0
2026-07-05,,CWS,Rikuu Nishida,Tanner Bibee,🤔 Average,14,27,0.0,4.0,0%,0.0,0.23,0.0,0%,0.0,10.0,20.0,1.3,0
2026-07-05,,SEA,Victor Robles,Trey Yesavage,,13,18,0.0,6.0,0%,0.025,0.26,0.0,0%,0.0,30.0,10.0,7.0,0
2026-07-05,,LAA,Bryce Teodosio,Ranger Suárez,,13,35,0.0,5.0,0%,0.043,0.198,0.0,0%,0.0,30.0,0.0,0.6,0
2026-07-05,,HOU,Nick Allen,Mason Englert,,13,23,1.3,6.0,0%,0.072,0.233,0.0,0%,0.0,18.8,6.2,33.3,0
2026-07-05,,STL,Victor Scott II,Javier Assad,,13,28,0.6,9.0,0%,0.065,0.253,0.0,0%,0.0,10.0,0.0,-5.1,0
2026-07-05,,TEX,Sam Haggerty,Casey Mize,,11,18,0.0,3.0,0%,0.023,0.161,0.0,0%,0.0,20.0,10.0,1.7,0
2026-07-05,,COL,Chad Stevens,Tyler Mahle,,10,20,0.0,0.0,0%,0.0,0.225,0.0,0%,0.0,10.0,0.0,6.4,0
2026-07-06,,WSH,James Wood,Mike Burrows,🎯 Target,97,96,4.8,37.0,22.6%,0.383,0.424,2.9,24.6%,0.747,11.8,41.2,11.3,1
2026-07-06,,WSH,Luis García Jr.,Mike Burrows,🎯 Target,95,87,5.0,60.0,40.5%,0.566,0.344,6.9,28.6%,0.715,24.1,37.9,6.5,1
2026-07-06,,ATL,Matt Olson,Freddy Peralta,💥 Hittable,93,82,4.8,36.0,22.2%,0.268,0.363,3.2,14.2%,0.285,22.6,38.7,13.6,1
2026-07-06,,HOU,Yordan Alvarez,Miles Mikolas,💥 Hittable,93,100,7.3,54.0,31.7%,0.396,0.494,3.2,7.6%,0.308,41.9,41.9,23.1,1
2026-07-06,,PHI,Brandon Marsh,Noah Cameron,💥 Hittable,93,64,3.7,38.0,16.7%,0.294,0.33,9.4,50%,0.499,18.8,28.1,7.6,1
2026-07-06,,ATL,Michael Harris II,Freddy Peralta,💥 Hittable,91,88,5.5,29.0,27.6%,0.201,0.362,3.2,14.2%,0.285,22.6,38.7,13.5,1
2026-07-06,,NYY,Ben Rice,Griffin Jax,🤔 Average,86,80,4.3,39.0,16.4%,0.227,0.364,6.7,22.3%,0.222,30.0,26.7,12.7,1
2026-07-06,,MIL,Garrett Mitchell,Dustin May,🤔 Average,86,63,2.6,48.0,16.3%,0.373,0.332,7.7,40.1%,0.401,19.2,50.0,8.3,1
2026-07-06,,NYM,Juan Soto,Reynaldo López,🤔 Average,86,81,4.3,39.0,13%,0.183,0.435,6.5,40.4%,0.201,16.1,25.8,7.3,1
2026-07-06,,LAD,Max Muncy,Kyle Freeland,,84,70,5.4,34.0,13.2%,0.206,0.376,3.8,11%,0.111,34.6,23.1,25.9,1
2026-07-06,,SF,Rafael Devers,Kevin Gausman,,84,73,3.4,51.0,34.8%,0.404,0.327,6.7,18.3%,0.363,36.7,33.3,9.5,1
2026-07-06,,STL,Bryan Torres,Shane Drohan,🤔 Average,84,70,7.3,60.0,25.6%,0.535,0.345,10.0,20%,0.4,50.0,50.0,20.7,1
2026-07-06,,COL,Jake McCarthy,Eric Lauer,💥 Hittable,83,73,2.4,42.0,42.9%,0.364,0.298,6.1,28.8%,0.429,21.2,39.4,5.5,1
2026-07-06,,LAD,Miguel Rojas,Kyle Freeland,,81,66,1.5,26.0,38.7%,0.291,0.339,0.0,0%,0.25,25.0,50.0,23.9,1
2026-07-06,,COL,Hunter Goodman,Eric Lauer,,81,90,6.6,23.0,30.3%,0.329,0.339,0.0,0%,0.499,14.3,25.0,19.7,1
2026-07-06,,WSH,Daylen Lile,Mike Burrows,🎯 Target,81,75,2.6,35.0,32.2%,0.243,0.316,3.8,16.5%,0.333,23.1,42.3,14.7,1
2026-07-06,,SD,Gavin Sheets,Brandon Pfaadt,,78,73,5.1,16.0,16.9%,0.205,0.332,0.0,0%,0.503,7.1,17.9,13.6,1
2026-07-06,,AZ,Ketel Marte,Walker Buehler,,84,59,2.8,34.0,23.6%,0.328,0.376,0.0,9%,0.273,35.5,35.5,-0.1,0
2026-07-06,,TOR,Kazuma Okamoto,Landen Roupp,,84,54,4.0,13.0,0%,0.216,0.342,0.0,0%,0.0,17.4,26.1,21.3,0
2026-07-06,,PHI,Bryce Harper,Noah Cameron,💥 Hittable,84,60,4.5,27.0,8.1%,0.248,0.401,3.1,33%,0.332,9.4,34.4,16.7,0
2026-07-06,,SD,Manny Machado,Brandon Pfaadt,,84,49,4.1,32.0,21.8%,0.424,0.321,0.0,9.2%,0.364,31.4,28.6,5.5,0
2026-07-06,,MIL,Jake Bauers,Dustin May,🤔 Average,84,76,3.9,31.0,11%,0.225,0.372,3.0,9.9%,0.2,30.3,30.3,20.7,0
2026-07-06,,COL,Mickey Moniak,Eric Lauer,💥 Hittable,84,48,4.3,47.0,34.3%,0.392,0.324,6.7,28.8%,0.429,23.3,40.0,24.1,0
2026-07-06,,LAD,Dalton Rushing,Kyle Freeland,💥 Hittable,82,59,3.7,29.0,19.3%,0.204,0.329,4.3,24.7%,0.25,17.4,43.5,22.2,0
2026-07-06,,PHI,Kyle Schwarber,Noah Cameron,💥 Hittable,80,99,7.6,20.0,11.6%,0.209,0.385,0.0,0%,0.333,9.1,33.3,7.0,0
2026-07-06,,KC,Carter Jensen,Cristopher Sánchez,⚠️ Tough,79,44,2.9,42.0,8.7%,0.254,0.281,8.0,28.6%,0.286,28.0,24.0,16.2,0
2026-07-06,,ATL,Drake Baldwin,Freddy Peralta,💥 Hittable,78,67,5.0,32.0,11.1%,0.111,0.389,6.2,33%,0.166,18.8,25.0,14.1,0
2026-07-06,,TOR,Daulton Varsho,Landen Roupp,,78,46,2.2,22.0,0%,0.115,0.292,0.0,0%,0.0,28.6,28.6,19.1,0
2026-07-06,,TOR,Nathan Lukes,Landen Roupp,,78,48,1.0,18.0,13.8%,0.113,0.3,0.0,0%,0.25,13.3,20.0,20.9,0
2026-07-06,,TOR,Yohendrick Piñango,Landen Roupp,,78,54,1.9,16.0,0%,0.147,0.32,0.0,0%,0.0,20.0,25.0,16.3,0
2026-07-06,,SD,Luis Campusano,Brandon Pfaadt,,76,83,5.5,22.0,0%,0.286,0.321,0.0,0%,0.0,10.0,20.0,6.3,0
2026-07-06,,SD,Sung-Mun Song,Brandon Pfaadt,,76,49,1.1,21.0,20.1%,0.243,0.279,0.0,0%,0.5,12.5,25.0,19.2,0
2026-07-06,,NYY,Trent Grisham,Griffin Jax,🤔 Average,74,60,2.5,38.0,13.1%,0.392,0.359,0.0,0%,0.499,18.2,36.4,21.5,0
2026-07-06,,SD,Fernando Tatis Jr.,Brandon Pfaadt,💥 Hittable,74,45,1.0,16.0,17.5%,0.225,0.352,0.0,19.7%,0.398,13.2,31.6,12.6,0
2026-07-06,,ATL,Ozzie Albies,Freddy Peralta,💥 Hittable,73,63,2.6,26.0,21.6%,0.279,0.298,3.1,11%,0.222,28.1,18.8,17.0,0
2026-07-06,,STL,Nelson Velázquez,Shane Drohan,🤔 Average,72,89,6.2,33.0,22.4%,0.307,0.426,0.0,33.2%,0.333,25.0,50.0,10.9,0
2026-07-06,,NYM,A.J. Ewing,Reynaldo López,🤔 Average,70,47,0.6,33.0,20.8%,0.229,0.344,4.2,12.6%,0.25,33.3,33.3,14.2,0
2026-07-06,,TB,Junior Caminero,Cam Schlittler,‼️ Elite,70,43,6.3,43.0,13.8%,0.49,0.385,0.0,57.1%,0.714,22.6,35.5,9.2,0
2026-07-06,,KC,Bobby Witt Jr.,Cristopher Sánchez,⚠️ Tough,69,49,2.9,16.0,9.5%,0.244,0.385,0.0,25%,0.5,16.0,48.0,23.6,0
2026-07-06,,TOR,Myles Straw,Landen Roupp,,69,31,1.1,21.0,24.4%,0.255,0.278,0.0,0%,0.25,40.0,30.0,13.7,0
2026-07-06,,TOR,Brandon Valenzuela,Landen Roupp,,69,58,2.5,18.0,0%,0.175,0.324,0.0,0%,0.0,20.0,0.0,17.1,0
2026-07-06,,LAD,Freddie Freeman,Kyle Freeland,,68,49,2.4,25.0,22.5%,0.239,0.382,0.0,0%,0.285,20.6,35.3,12.1,0
2026-07-06,,LAD,Tommy Edman,Kyle Freeland,,68,60,1.7,24.0,23.1%,0.184,0.363,0.0,0%,0.502,8.3,25.0,14.3,0
2026-07-06,,NYM,MJ Melendez,Reynaldo López,🤔 Average,68,42,0.9,33.0,0%,0.158,0.279,10.0,50%,0.0,20.0,40.0,23.2,0
2026-07-06,,LAD,Teoscar Hernández,Kyle Freeland,💥 Hittable,66,56,1.7,23.0,13.6%,0.14,0.303,0.0,12.3%,0.125,30.8,26.9,20.9,0
2026-07-06,,LAD,Shohei Ohtani,Kyle Freeland,,66,51,4.0,24.0,12.3%,0.149,0.396,0.0,0%,0.2,15.6,15.6,18.5,0
2026-07-06,,AZ,Jorge Barrosa,Walker Buehler,,66,40,2.2,38.0,29%,0.381,0.229,0.0,0%,0.25,40.0,40.0,8.1,0
2026-07-06,,AZ,Adrian Del Castillo,Walker Buehler,🎯 Target,66,72,3.3,19.0,21.4%,0.216,0.276,0.0,0%,0.5,20.0,20.0,11.2,0
2026-07-06,,SD,Jackson Merrill,Brandon Pfaadt,,66,37,1.3,30.0,14.5%,0.169,0.291,3.2,16.5%,0.332,19.4,29.0,7.0,0
2026-07-06,,STL,Jordan Walker,Shane Drohan,🤔 Average,66,75,4.1,26.0,19.3%,0.316,0.351,0.0,24.7%,0.499,15.4,30.8,22.9,0
2026-07-06,,PHI,Alec Bohm,Noah Cameron,💥 Hittable,65,47,2.6,23.0,15.9%,0.254,0.305,0.0,50.4%,0.502,13.3,36.7,13.2,0
2026-07-06,,PHI,Gabriel Rincones Jr.,Noah Cameron,💥 Hittable,65,42,2.1,36.0,15.7%,0.22,0.217,5.0,33.3%,0.333,15.0,35.0,28.3,0
2026-07-06,,WSH,CJ Abrams,Mike Burrows,🎯 Target,65,73,3.4,23.0,12.9%,0.201,0.326,0.0,0%,0.143,26.9,23.1,19.8,0
2026-07-06,,LAD,Andy Pages,Kyle Freeland,,64,64,2.8,23.0,14.5%,0.164,0.343,0.0,28.9%,0.143,19.4,25.0,27.4,0
2026-07-06,,HOU,Raynel Delgado,Miles Mikolas,💥 Hittable,63,52,3.3,43.0,30.2%,0.301,0.263,10.0,33.3%,0.333,30.0,40.0,10.9,0
2026-07-06,,AZ,Corbin Carroll,Walker Buehler,🎯 Target,63,71,2.7,12.0,0%,0.092,0.342,0.0,0%,0.0,9.7,19.4,17.0,0
2026-07-06,,SF,Victor Bericoto,Kevin Gausman,🤔 Average,62,83,6.1,31.0,18.7%,0.342,0.311,0.0,20.2%,0.2,26.3,42.1,7.7,0
2026-07-06,,COL,Kyle Karros,Eric Lauer,,62,58,1.8,25.0,35.1%,0.341,0.34,0.0,0%,0.333,18.2,27.3,8.2,0
2026-07-06,,COL,Cole Carrigg,Eric Lauer,,62,53,3.4,22.0,20.2%,0.304,0.327,0.0,20%,0.2,18.5,18.5,19.3,0
2026-07-06,,ATL,Mike Yastrzemski,Freddy Peralta,💥 Hittable,60,54,2.3,26.0,19.9%,0.166,0.314,0.0,0%,0.249,21.1,21.1,16.7,0
2026-07-06,,HOU,Braden Shewmake,Miles Mikolas,💥 Hittable,60,68,4.1,35.0,0%,0.162,0.292,10.0,33.3%,0.0,30.0,30.0,10.5,0
2026-07-06,,SD,Ty France,Brandon Pfaadt,,60,54,3.6,11.0,0%,0.111,0.31,0.0,0%,0.0,18.2,21.2,16.4,0
2026-07-06,,NYM,Tyrone Taylor,Reynaldo López,🤔 Average,60,53,3.6,32.0,24.9%,0.377,0.283,0.0,49.8%,0.499,26.7,20.0,14.1,0
2026-07-06,,SF,Heliot Ramos,Kevin Gausman,🤔 Average,60,58,3.1,20.0,19%,0.303,0.362,0.0,0%,0.333,20.7,44.8,18.1,0
2026-07-06,,PHI,Trea Turner,Noah Cameron,💥 Hittable,59,44,1.7,18.0,19%,0.229,0.278,0.0,0%,0.3,30.3,30.3,13.3,0
2026-07-06,,MIL,Brice Turang,Dustin May,🤔 Average,58,72,3.1,28.0,14%,0.174,0.344,2.6,33.8%,0.332,7.7,25.6,4.5,0
2026-07-06,,TOR,George Springer,Landen Roupp,,57,39,3.1,9.0,1.6%,0.13,0.303,0.0,,,0.0,33.3,15.1,0
2026-07-06,,TOR,Davis Schneider,Landen Roupp,,57,50,2.7,15.0,0%,0.143,0.258,0.0,0%,0.0,60.0,40.0,28.8,0
2026-07-06,,MIL,Gary Sánchez,Dustin May,🤔 Average,57,52,2.3,33.0,16.4%,0.313,0.376,0.0,24.8%,0.25,28.6,42.9,37.7,0
2026-07-06,,SF,Bryce Eldridge,Kevin Gausman,🤔 Average,57,65,3.2,33.0,9%,0.162,0.358,3.8,19.8%,0.201,19.2,30.8,27.8,0
2026-07-06,,WSH,Keibert Ruiz,Mike Burrows,🎯 Target,57,72,2.6,31.0,0%,0.127,0.288,5.6,25.2%,0.0,22.2,33.3,6.1,0
2026-07-06,,ATL,Mauricio Dubón,Freddy Peralta,💥 Hittable,56,42,2.2,22.0,17.4%,0.171,0.323,0.0,0%,0.201,16.1,29.0,21.9,0
2026-07-06,,NYM,Francisco Lindor,Reynaldo López,🤔 Average,56,63,2.8,20.0,20.4%,0.223,0.379,0.0,0%,0.501,14.8,44.4,3.9,0
2026-07-06,,STL,Nathan Church,Shane Drohan,,56,40,2.6,31.0,25.3%,0.286,0.297,0.0,0%,0.429,25.9,33.3,15.7,0
2026-07-06,,LAD,Mookie Betts,Kyle Freeland,💥 Hittable,55,58,3.2,18.0,0%,0.159,0.332,0.0,12.4%,0.0,25.8,38.7,30.5,0
2026-07-06,,STL,Thomas Saggese,Shane Drohan,,55,61,2.9,36.0,20.2%,0.518,0.301,0.0,0%,0.5,20.0,20.0,10.3,0
2026-07-06,,NYY,Jasson Domínguez,Griffin Jax,🤔 Average,54,49,2.7,33.0,8.9%,0.163,0.277,3.7,12.5%,0.125,29.6,40.7,11.7,0
2026-07-06,,AZ,Nolan Arenado,Walker Buehler,,54,53,2.5,19.0,10.9%,0.167,0.3,0.0,19.8%,0.2,21.7,26.1,28.9,0
2026-07-06,,AZ,Lourdes Gurriel Jr.,Walker Buehler,,54,42,0.7,22.0,12.6%,0.175,0.3,0.0,0%,0.201,19.2,26.9,24.5,0
2026-07-06,,COL,Sterlin Thompson,Eric Lauer,,54,27,1.2,38.0,30.3%,0.384,0.302,0.0,0%,0.333,30.0,30.0,9.7,0
2026-07-06,,HOU,Isaac Paredes,Miles Mikolas,💥 Hittable,53,61,3.9,25.0,25.7%,0.186,0.323,0.0,0%,0.222,30.0,23.3,23.5,0
2026-07-06,,KC,Isaac Collins,Cristopher Sánchez,⚠️ Tough,53,30,1.0,26.0,7.5%,0.284,0.314,0.0,0%,0.2,31.2,43.8,12.8,0
