grade,stars,batting_team,batter,batter_id,batter_hand,lineup_slot,lineup_confirmed,pitcher,pitcher_id,pitcher_hand,pitcher_team,top_pitches,game_id,game_time,home_team,away_team,total_flags,weighted_flag_score,in_slump,is_diamond,is_contact_pick,is_fallback,recent_flag_count,bvp_flag_count,vs_hand_flag_count,hist_hand_flag_count,hr_intent_score,season_pa,vs_hand_pa,recent_games_total,recent_games_both,recent_consistency_pct,pitcher_fb_pct_allowed,pitcher_hh_pct_allowed,pitcher_pa_faced,pitcher_meatball_pct,batter_meatball_score,meatball_matchup_score,bullpen_era,bullpen_hr9,bullpen_whip,bullpen_ip,bullpen_hr_rank,discipline_flag,discipline_score,season_chase_k_pct,recent_chase_k_pct,season_bb_pct,recent_bb_pct,oz_swing_pct,sim_pa,sim_h,sim_hr,sim_hr_adj,sim_2b,sim_3b,sim_bb,sim_k,sim_tb,sim_rbi,proj_hr_adj,proj_hit_prob,proj_xbh_prob,proj_avg_tb,proj_avg_rbi,recent_pa,recent_hr_count,ab_since_hr,recent_consec_hr_games,barrel_quality_score,recent_pulled_barrel_pct,recent_batter_ahead_pct,recent_iso,recent_sweet_spot_pct,recent_meatball_hr_rate,season_swstr_pct,season_woba,season_xwoba,blended_woba,blended_xwoba,l7_iso,l7_woba,l7_xwoba,zone_fit,gHR,gHR_yv2,recent_iso_yv2,season_iso,ps_score,ps_score_v2,hr_yesterday,so_close_count,so_close_max_dist,so_close_max_ev,so_close_reasons,ps_convergence,ps_conv_pitch,la_stddev,la_mean_l15,la_locked,bat_speed_vs_baseline,bat_speed_peaking,pitcher_count_mb_pct,fastball_velo_decay,pitcher_velo_declining,recent_avg_ev,recent_hh_pct,recent_avg_bat_speed,recent_batter_ahead_pct,recent_ev_flag,recent_barrel_pct,recent_barrel_flag,recent_fb_pct,recent_fb_flag,recent_avg_la,recent_la_flag,bvp_pa,bvp_hr_count,bvp_hr_by_pitch,bvp_avg_ev,bvp_hh_pct,bvp_avg_bat_speed,bvp_batter_ahead_pct,bvp_ev_flag,bvp_barrel_pct,bvp_barrel_flag,bvp_fb_pct,bvp_fb_flag,bvp_avg_la,bvp_la_flag,vs_hand_pa,vs_hand_hr_count,vs_hand_avg_ev,vs_hand_hh_pct,vs_hand_ev_flag,vs_hand_barrel_pct,vs_hand_barrel_flag,vs_hand_fb_pct,vs_hand_fb_flag,vs_hand_avg_la,vs_hand_la_flag,vs_hand_hr_rate,vs_hand_hit_rate,vs_hand_xbh_rate,hr_factor,wind_effect,temp_f,condition,pitcher_grade_label,pitcher_grade_label_vsL,pitcher_grade_label_vsR,pitcher_ip,zone_fit_season,recent_chase_pct,recent_zone_swing_pct,recent_avg_attack_angle,recent_attack_angle_stddev,recent_avg_swing_length,bvp_chase_pct,bvp_zone_swing_pct,bvp_avg_attack_angle,bvp_attack_angle_stddev,bvp_avg_swing_length,vs_hand_chase_pct,vs_hand_zone_swing_pct,vs_hand_avg_attack_angle,vs_hand_attack_angle_stddev,vs_hand_avg_swing_length,hist_hand_chase_pct,hist_hand_zone_swing_pct,hist_hand_avg_attack_angle,hist_hand_attack_angle_stddev,hist_hand_avg_swing_length,pitcher_upper_zone_pct,zone_fit_spatial,chance_of_rain_peak,is_dome,bvp_iso,bvp_pull_pct,bvp_fb350_count,pitcher_games_started
B,2,LAD,Dalton Rushing,687221,L,0,False,Chase Burns,695505,Right,CIN,"FF, SL",823902,09:10 PM,LAD,CIN,7,1.7,False,False,False,False,3,2,0,2,0.5903,242,181,6,0,0.0,18.1,23.9,568.0,55.1,0.296,0.0012,,,,,,🟢 Disciplined,59.0,0.0,,11.1,,,3.2,0.569,0.265,0.265,0.051,0.0,0.341,1.326,1.415,0.416,0.082,0.176,0.0977,0.4376,0.1285,10,1,7,0,2,10.0,20.0,0.333,10.0,0.0,16.5,0.325,0.332,0.322,0.0,0.333,0.283,0.0,2.836,40,40,0.333,0.333,31,31,0,0,0.0,0.0,,15.7,SL,21.21,27.5,False,0.87,False,41.9,0.07,False,95.0,20.0,73.2,20.0,True,10.0,True,30.0,True,30.8,False,83,6,FF(54%):3/83pa  |  SL(42%):3/29pa,93.5,33.7,71.7,30.1,True,6.0,True,16.9,False,19.3,False,181,9,89.6,26.5,False,2.8,False,14.9,False,16.6,False,4.97,21.5,8.8,1.0,,,,,,,0.0,2.836,50.0,80.0,17.1,8.9,7.8,38.6,88.0,9.0,9.9,7.2,43.1,83.4,12.2,9.9,7.5,100.0,100.0,,,,7.7,5.97,,,0.274,30.1,8.0,0
C,1,LAD,Max Muncy,571970,L,0,False,Chase Burns,695505,Right,CIN,"FF, SL",823902,09:10 PM,LAD,CIN,5,0.84,True,False,False,False,1,4,0,0,0.5038,696,499,8,2,25.0,18.1,23.9,568.0,55.1,0.3323,0.0013,,,,,,🟢 Disciplined,62.0,0.0,,12.8,,,5.2,1.201,0.324,0.324,0.208,0.0,0.716,1.343,2.383,0.45,0.0629,0.2331,0.1034,0.4623,0.0873,43,2,0,2,1,7.0,39.5,0.162,20.9,9.1,19.3,0.37,0.359,0.358,0.0,0.162,0.318,0.0,4.554,31,31,0.162,0.162,25,25,0,1,344.0,98.3,deep fly ball 344ft 98mph,13.6,FF,20.82,21.1,False,0.05,False,41.9,0.07,False,83.4,23.3,71.2,39.5,False,9.3,True,18.6,False,13.4,False,209,15,FF(54%):16/199pa  |  SL(42%):5/101pa,94.5,36.4,71.2,40.7,True,5.3,True,22.0,True,26.0,True,499,26,89.4,27.1,False,4.0,False,19.2,False,18.0,False,5.21,20.6,9.0,1.0,,,,,,,0.0,4.554,44.2,74.4,12.6,9.9,7.2,37.3,79.9,12.4,9.8,6.9,42.5,81.0,13.9,10.3,7.0,50.0,100.0,,,,7.7,8.81,,,0.322,34.4,24.0,0
C,1,LAD,Hunter Feduccia,676439,L,0,False,Chase Burns,695505,Right,CIN,"FF, SL",823902,09:10 PM,LAD,CIN,3,0.54,True,False,False,False,1,2,0,0,0.4894,204,170,4,0,0.0,18.1,23.9,568.0,55.1,0.308,0.0012,,,,,,🟢 Disciplined,59.0,0.0,,8.7,,,2.8,0.536,0.053,0.053,0.132,0.0,0.185,0.791,0.826,0.149,0.0191,0.1943,0.0669,0.2994,0.0541,10,0,35,0,2,10.0,20.0,0.0,30.0,0.0,16.7,0.28,0.305,0.274,0.0,0.0,0.177,0.0,0.911,16,16,0.0,0.0,23,23,0,2,354.0,106.4,deep line drive 353ft 106mph | deep fly ball 354ft 96mph,10.2,FF,29.71,8.2,False,0.31,False,41.9,0.07,False,89.7,30.0,71.3,20.0,False,10.0,True,10.0,False,1.6,False,68,2,FF(54%):2/67pa  |  SL(42%):0/16pa,92.0,33.8,69.3,32.4,False,5.9,True,25.0,True,21.3,False,170,2,88.0,25.9,False,2.4,False,18.8,False,13.6,False,1.18,22.4,5.9,1.0,,,,,,,0.0,0.911,40.0,90.0,7.5,12.2,7.1,38.2,77.9,7.9,8.2,6.6,41.2,77.6,8.8,12.0,6.8,0.0,100.0,,,,7.7,1.55,,,0.18,25.0,7.0,0
B,2,MIA,Kyle Stowers,669065,L,0,False,Jonah Tong,804636,Right,NYM,"FF, CH, FC, CU",823820,01:10 PM,MIA,NYM,6,1.18,True,False,True,False,2,1,1,2,0.5102,442,340,7,1,14.3,27.7,21.3,47.0,46.8,0.3483,0.0,,,,,,🟢 Disciplined,59.0,0.0,,9.3,,,4.2,1.093,0.262,0.262,0.21,0.035,0.439,1.41,2.161,0.486,0.063,0.2629,0.1221,0.5197,0.117,28,3,0,1,2,7.1,32.1,0.44,21.4,16.7,25.1,0.355,0.335,0.381,0.0,0.44,0.518,0.0,3.438,41,41,0.44,0.44,17,17,0,2,371.0,103.6,deep fly ball 371ft 104mph | double 104mph EV | deep line drive 330ft 102mph | double 102mph EV,10.5,FF,16.72,5.5,False,-0.14,False,,0.27,False,95.7,32.1,74.3,32.1,True,14.3,True,17.9,False,11.6,False,229,9,FF(48%):3/147pa  |  CH(30%):2/63pa  |  FC(14%):1/25pa  |  CU(6%):3/23pa,93.2,33.6,74.8,33.2,True,3.1,False,20.1,False,19.2,False,340,17,93.6,33.5,True,3.2,False,20.0,False,19.3,False,5.0,23.2,10.9,1.0,,,,,,,0.0,3.438,57.1,78.6,13.2,12.7,6.7,45.0,86.5,13.4,8.9,6.7,47.1,84.4,14.2,9.0,6.8,,,,,,,,,,0.205,36.2,21.0,0
B,2,MIA,Heriberto Hernández,681715,R,0,False,Jonah Tong,804636,Right,NYM,"FF, CH, FC, CU",823820,01:10 PM,MIA,NYM,5,1.02,True,False,False,False,3,2,0,0,0.4817,394,263,8,0,0.0,27.7,21.3,47.0,46.8,0.202,0.0,,,,,,🟢 Disciplined,59.0,0.0,,10.9,,,3.8,0.508,0.194,0.194,0.174,0.0,0.461,1.282,1.262,0.284,0.0514,0.1348,0.0975,0.3351,0.0753,36,2,8,0,2,5.6,33.3,0.267,25.0,6.2,19.5,0.351,0.354,0.342,0.0,0.267,0.305,0.0,3.091,33,33,0.267,0.267,18,18,0,6,419.0,108.6,deep fly ball 337ft 94mph | deep line drive 330ft 109mph | deep fly ball 376ft 95mph | double 95mph EV | deep fly ball 4,7.2,FF,33.35,9.9,False,-1.04,False,,0.27,False,87.1,16.7,72.0,33.3,False,11.1,True,22.2,True,25.4,True,122,6,FF(48%):7/112pa  |  CH(30%):3/39pa  |  FC(14%):2/22pa  |  CU(6%):1/25pa,91.6,30.3,74.0,31.1,False,5.7,True,23.8,True,20.5,False,263,13,90.7,29.7,False,4.2,False,18.6,False,13.8,False,4.94,20.2,8.7,1.0,,,,,,,0.0,3.091,36.1,75.0,11.6,7.2,7.6,39.3,89.3,13.7,7.1,7.7,37.6,86.3,13.0,7.2,7.7,,,,,,,,,,0.209,27.0,16.0,0
B,2,MIL,Andruw Monasterio,655316,R,0,False,Matthew Boyd,571510,Left,CHC,"FF, CH, SL, CU",823742,02:10 PM,MIL,CHC,5,1.1,False,False,False,False,0,2,2,1,0.2263,312,110,3,1,33.3,17.5,27.7,423.0,49.6,0.2193,0.0,,,,,,⬜ Neutral,56.0,0.0,,6.7,,,3.3,0.572,0.08,0.08,0.16,0.027,0.214,0.635,1.027,0.394,0.0241,0.1714,0.0802,0.3078,0.1181,10,0,102,0,0,0.0,10.0,0.0,30.0,0.0,12.2,0.309,0.308,0.295,0.0,0.0,0.088,0.0,1.298,2,2,0.0,0.0,23,23,0,0,0.0,0.0,,13.1,CH,38.39,19.3,False,-1.19,False,39.1,-0.41,False,89.2,30.0,67.3,10.0,False,0.0,False,20.0,False,19.2,False,81,3,FF(44%):3/106pa  |  CH(30%):1/22pa  |  SL(16%):0/71pa  |  CU(8%):0/17pa,89.4,29.6,69.9,39.5,False,6.2,True,25.9,True,20.9,False,110,5,90.7,30.9,False,5.5,True,24.5,True,20.0,False,4.55,23.6,13.6,1.0,,,,,,,0.0,1.298,40.0,100.0,5.6,15.5,6.5,33.3,93.8,9.5,8.4,6.8,36.4,90.0,9.4,9.1,6.8,,,,,,3.3,3.15,,,0.233,25.9,8.0,0
C,1,MIL,William Contreras,661388,R,0,False,Matthew Boyd,571510,Left,CHC,"FF, CH, SL, CU",823742,02:10 PM,MIL,CHC,2,0.8,False,False,True,False,2,0,0,0,0.4644,549,153,7,1,14.3,17.5,27.7,423.0,49.6,0.3323,0.0,,,,,,🟢 Disciplined,59.0,0.0,,8.9,,,4.3,1.107,0.151,0.151,0.301,0.0,0.414,0.898,1.86,0.403,0.0351,0.2579,0.1052,0.4333,0.094,31,2,0,1,2,6.5,29.0,0.357,22.6,11.1,9.3,0.325,0.338,0.347,0.0,0.357,0.452,0.0,1.964,35,35,0.357,0.357,23,23,0,6,391.0,100.5,double 80mph EV | deep fly ball 391ft 100mph | double 90mph EV | deep fly ball 390ft 100mph | double 100mph EV | deep li,9.3,FF,29.57,13.5,False,0.74,False,39.1,-0.41,False,92.4,29.0,72.7,29.0,False,9.7,True,16.1,False,24.2,True,104,2,FF(44%):4/136pa  |  CH(30%):0/44pa  |  SL(16%):2/75pa  |  CU(8%):0/27pa,88.9,31.7,72.7,30.8,False,1.9,False,19.2,False,13.1,False,153,4,89.5,31.4,False,2.0,False,19.0,False,11.9,False,2.61,24.8,7.2,1.0,,,,,,,0.0,1.964,41.9,80.6,12.3,7.6,7.6,41.3,78.8,10.4,7.9,7.4,43.8,80.4,9.9,7.9,7.3,,,,,,3.3,4.22,,,0.108,26.9,8.0,0
C,1,MIL,Christian Yelich,592885,L,0,False,Matthew Boyd,571510,Left,CHC,"FF, CH, SL, CU",823742,02:10 PM,MIL,CHC,2,0.55,False,False,False,False,1,1,0,0,0.6484,411,103,8,0,0.0,17.5,27.7,423.0,49.6,0.2883,0.0,,,,,,🟢 Disciplined,59.0,0.0,,10.4,,,4.3,1.017,0.111,0.111,0.282,0.0,0.563,1.197,1.631,0.162,0.0255,0.2338,0.0903,0.3751,0.0372,30,1,12,0,3,3.3,33.3,0.192,13.3,0.0,20.2,0.314,0.319,0.323,0.0,0.192,0.365,0.0,1.764,30,30,0.192,0.192,20,20,0,3,354.0,107.1,deep fly ball 354ft 107mph | double 107mph EV | deep line drive 346ft 105mph | double 92mph EV,8.8,FF,25.97,-6.5,False,0.22,False,39.1,-0.41,False,93.1,30.0,73.3,33.3,True,3.3,False,10.0,False,3.3,False,47,1,FF(44%):2/105pa  |  CH(30%):1/34pa  |  SL(16%):2/65pa  |  CU(8%):1/21pa,86.2,27.7,67.7,29.8,False,8.5,True,10.6,False,3.9,False,103,2,85.2,24.3,False,3.9,False,10.7,False,0.2,False,1.94,18.4,6.8,1.0,,,,,,,0.0,1.764,40.0,80.0,10.9,10.7,7.5,48.9,85.1,10.1,11.4,7.5,46.6,82.5,10.9,10.8,7.5,,,,,,3.3,4.04,,,0.146,27.7,2.0,0
A+,4,MIN,Kody Clemens,665019,L,0,False,Troy Melton,675512,Right,DET,"FF, FC, SL, FS",824229,03:10 PM,DET,MIN,12,3.05,False,False,False,False,3,4,3,2,0.5322,484,357,7,2,28.6,17.2,26.3,407.0,58.2,0.1577,0.0202,,,,,,⬜ Neutral,56.0,0.0,,6.2,,,4.0,0.7,0.258,0.258,0.101,0.012,0.483,0.888,1.598,0.301,0.064,0.174,0.0921,0.3971,0.0748,30,2,11,0,2,6.7,50.0,0.261,23.3,11.8,16.5,0.328,0.341,0.335,0.0,0.261,0.369,0.0,3.386,34,34,0.261,0.261,29,29,0,5,406.0,105.9,deep fly ball 406ft 103mph | deep fly ball 372ft 102mph | deep fly ball 346ft 92mph | deep fly ball 343ft 99mph | rocket,13.4,SL,34.15,15.2,False,0.95,False,30.3,0.36,False,93.8,36.7,72.1,50.0,True,10.0,True,26.7,True,13.4,False,208,13,FF(35%):11/167pa  |  FC(22%):0/29pa  |  SL(18%):4/54pa  |  FS(9%):2/21pa,94.0,35.6,71.0,26.0,True,5.3,True,29.8,True,24.1,True,357,18,93.0,33.9,True,5.0,True,24.9,True,18.2,False,5.04,21.6,10.9,1.0,,,,,,,0.0,3.386,40.0,80.0,12.9,6.2,7.2,49.5,85.6,10.4,7.2,6.9,47.9,84.3,11.0,7.3,7.1,100.0,100.0,,,,2.9,7.81,,,0.261,36.5,26.0,0
A,3,MIN,Ryan Kreidler,668952,R,0,False,Troy Melton,675512,Right,DET,"FF, FC, SL, FS",824229,03:10 PM,DET,MIN,7,2.3,False,False,False,False,5,2,0,0,0.6094,231,128,5,1,20.0,17.2,26.3,407.0,58.2,0.2872,0.0368,,,,,,⬜ Neutral,56.0,0.0,,6.6,,,3.0,0.487,0.057,0.057,0.057,0.057,0.35,0.723,0.831,0.0,0.0194,0.1649,0.0582,0.2813,0.0,10,0,8,0,1,10.0,20.0,0.0,20.0,,15.6,0.276,0.284,0.268,0.0,0.0,0.142,0.0,1.893,30,30,0.0,0.0,17,17,0,1,375.0,97.2,deep fly ball 375ft 97mph,5.5,FC,22.07,8.3,False,-0.88,False,30.3,0.36,False,95.1,40.0,72.9,20.0,True,10.0,True,40.0,True,22.7,True,67,2,FF(35%):3/65pa  |  FC(22%):1/15pa  |  SL(18%):0/31pa  |  FS(9%):0/2pa,86.8,19.4,72.5,35.8,False,6.0,True,25.4,True,17.0,False,128,3,85.2,21.9,False,4.7,False,20.3,False,10.6,False,2.34,22.7,7.8,1.0,,,,,,,0.0,1.893,70.0,80.0,13.7,8.5,7.9,35.8,89.6,11.1,10.2,7.8,43.0,89.8,11.0,9.2,7.8,,,,,,2.9,3.13,,,0.197,29.9,8.0,0
A,3,MIN,Ryan Jeffers,680777,R,0,False,Troy Melton,675512,Right,DET,"FF, FC, SL, FS",824229,03:10 PM,DET,MIN,7,1.95,False,False,False,False,3,2,1,1,0.64,293,186,7,3,42.9,17.2,26.3,407.0,58.2,0.3971,0.0508,,,,,,🟢 Disciplined,59.0,0.0,,12.0,,,3.9,0.916,0.3,0.3,0.248,0.075,0.37,0.569,2.214,0.825,0.0769,0.2345,0.1595,0.5669,0.2113,27,4,0,1,2,11.1,40.7,0.64,29.6,17.6,7.5,0.385,0.373,0.405,0.0,0.64,0.517,0.0,4.656,60,60,0.64,0.64,27,27,0,5,375.0,103.6,deep fly ball 375ft 99mph | double 99mph EV | triple 88mph EV | deep line drive 347ft 93mph | double 104mph EV | deep fl,6.4,FF,30.29,13.9,False,1.54,True,30.3,0.36,False,90.6,40.7,72.5,40.7,False,11.1,True,29.6,True,17.0,False,104,4,FF(35%):2/92pa  |  FC(22%):2/35pa  |  SL(18%):2/35pa  |  FS(9%):0/7pa,89.6,33.7,73.2,35.6,False,5.8,True,23.1,True,17.4,False,186,11,88.5,30.1,False,5.9,True,21.0,False,13.8,False,5.91,23.7,12.4,1.0,,,,,,,0.0,4.656,44.4,81.5,9.0,5.3,7.1,39.4,80.8,7.6,8.0,7.1,43.5,80.6,8.3,8.0,7.1,,,,,,2.9,7.03,,,0.217,32.7,8.0,0
A+,4,NYM,Juan Soto,665742,L,0,False,Eury Pérez,691587,Right,MIA,"FF, SI, SL, ST",823820,01:10 PM,MIA,NYM,11,2.954,False,False,False,False,2,4,3,2,0.3742,377,255,7,2,28.6,17.9,24.7,514.0,51.2,0.2159,0.0,,,,,,🟢 Disciplined,66.0,0.0,,17.6,,,4.3,0.878,0.362,0.362,0.097,0.0,0.594,0.534,2.061,0.241,0.0846,0.2053,0.1072,0.4817,0.0564,27,2,8,0,2,3.7,25.9,0.24,29.6,7.1,9.8,0.396,0.431,0.377,0.0,0.24,0.273,0.0,3.639,27,27,0.24,0.24,30,30,0,6,398.0,104.8,rocket LD 101mph | rocket LD 100mph | deep fly ball 332ft 93mph | deep fly ball 398ft 99mph | deep fly ball 343ft 97mph ,17.4,SI,31.67,7.3,False,0.24,False,42.9,0.93,False,90.1,33.3,72.4,25.9,False,11.1,True,29.6,True,16.5,False,144,13,FF(47%):7/96pa  |  SI(17%):5/75pa  |  SL(13%):1/45pa  |  ST(10%):2/32pa,97.1,38.9,71.3,52.8,True,6.9,True,27.1,True,22.2,True,255,18,93.2,33.7,True,6.3,True,22.7,True,16.6,False,7.06,21.6,9.4,1.0,,,,,,,0.0,3.639,37.0,85.2,13.2,6.8,7.1,33.3,79.9,11.8,7.4,7.0,34.1,76.9,12.8,7.7,7.1,,,,,,4.3,9.65,,,0.37,34.7,16.0,0
A,3,NYM,Francisco Lindor,596019,L,0,False,Eury Pérez,691587,Right,MIA,"FF, SI, SL, ST",823820,01:10 PM,MIA,NYM,7,1.95,False,False,False,False,3,2,1,1,0.6175,338,233,7,2,28.6,17.9,24.7,514.0,51.2,0.2359,0.0,,,,,,🟢 Disciplined,59.0,0.0,,9.7,,,4.4,0.856,0.279,0.279,0.126,0.02,0.471,0.81,1.86,0.333,0.0634,0.1945,0.0966,0.4225,0.0756,33,3,5,0,2,6.1,45.5,0.323,9.1,16.7,13.3,0.338,0.353,0.336,0.0,0.323,0.325,0.0,3.328,38,38,0.323,0.323,33,33,0,3,355.0,101.7,deep fly ball 344ft 96mph | double 96mph EV | deep fly ball 355ft 93mph | rocket LD 102mph,14.4,FF,35.35,3.9,False,1.21,False,42.9,0.93,False,92.7,48.5,72.0,45.5,False,6.1,True,30.3,True,19.9,False,144,7,FF(47%):7/123pa  |  SI(17%):3/45pa  |  SL(13%):1/43pa  |  ST(10%):0/11pa,93.5,39.6,71.3,45.8,True,4.2,False,26.4,True,21.7,False,233,11,92.7,36.1,False,3.9,False,24.5,True,19.9,False,4.72,22.3,8.6,1.0,,,,,,,0.0,3.328,63.6,78.8,13.1,8.5,7.6,43.1,84.7,11.7,10.3,7.3,44.2,83.7,12.6,9.5,7.4,,,,,,4.3,7.8,,,0.216,35.4,13.0,0
A,3,NYM,Pete Alonso,624413,R,0,False,Eury Pérez,691587,Right,MIA,"FF, SI, SL, ST",823820,01:10 PM,MIA,NYM,6,1.8,False,False,False,False,2,2,2,0,0.2603,588,405,8,0,0.0,17.9,24.7,514.0,51.2,0.205,0.0,,,,,,🟢 Disciplined,59.0,0.0,,11.4,,,4.4,0.915,0.24,0.24,0.084,0.0,0.734,1.01,1.719,0.283,0.0552,0.2101,0.0744,0.3949,0.0651,34,1,7,0,1,0.0,26.5,0.111,17.6,0.0,17.7,0.38,0.41,0.359,0.0,0.111,0.264,0.0,3.435,24,24,0.111,0.111,24,24,0,3,396.0,103.0,deep fly ball 337ft 90mph | deep fly ball 394ft 103mph | deep fly ball 396ft 103mph,13.2,FF,23.8,7.9,False,-0.23,False,42.9,0.93,False,93.8,32.4,73.4,26.5,True,8.8,True,11.8,False,5.5,False,304,21,FF(47%):12/148pa  |  SI(17%):6/127pa  |  SL(13%):5/84pa  |  ST(10%):2/56pa,94.7,33.6,74.1,38.2,True,6.2,True,18.8,False,13.5,False,405,23,93.6,32.8,True,5.2,True,17.8,False,14.4,False,5.68,23.7,9.4,1.0,,,,,,,0.0,3.435,47.1,82.4,10.7,9.6,7.0,43.8,79.9,9.8,9.1,7.1,44.9,78.8,10.9,9.0,7.2,,,,,,4.3,9.17,,,0.287,23.4,29.0,0
A+,4,PHI,Kody Clemens,665019,L,0,False,Bryce Elder,693821,Right,ATL,"SI, SL, FF, FC",823415,01:05 PM,PHI,ATL,11,2.9,False,False,False,False,3,3,3,2,0.5332,484,357,7,2,28.6,19.4,29.2,609.0,58.8,0.1577,0.024,,,,,,⬜ Neutral,56.0,0.0,,6.2,,,4.0,0.753,0.215,0.215,0.11,0.022,0.48,0.82,1.554,0.298,0.0535,0.1872,0.0864,0.3861,0.0741,30,2,11,0,2,6.7,50.0,0.261,23.3,11.8,16.5,0.328,0.341,0.335,0.0,0.261,0.369,0.0,3.421,34,34,0.261,0.261,30,30,0,5,406.0,105.9,deep fly ball 406ft 103mph | deep fly ball 372ft 102mph | deep fly ball 346ft 92mph | deep fly ball 343ft 99mph | rocket,12.6,SL,34.15,15.2,False,0.95,False,52.2,0.09,False,93.8,36.7,72.1,50.0,True,10.0,True,26.7,True,13.4,False,237,11,SI(31%):0/89pa  |  SL(25%):4/54pa  |  FF(17%):11/167pa  |  FC(14%):0/29pa,93.8,35.9,71.2,30.8,True,3.4,False,26.6,True,22.5,True,357,18,93.0,33.9,True,5.0,True,24.9,True,18.2,False,5.04,21.6,10.9,1.0,,,,,,,0.0,3.421,40.0,80.0,12.9,6.2,7.2,44.7,85.7,9.7,7.2,6.9,47.9,84.3,11.0,7.3,7.1,100.0,100.0,,,,4.4,7.95,,,0.219,36.7,23.0,0
B,2,PHI,Kyle Schwarber,656941,L,0,False,Bryce Elder,693821,Right,ATL,"SI, SL, FF, FC",823415,01:05 PM,PHI,ATL,7,1.503,True,False,False,False,0,2,2,3,0.2942,584,366,7,0,0.0,19.4,29.2,609.0,58.8,0.3328,0.0506,,,,,,🟢 Disciplined,62.0,0.0,,13.5,,,4.5,0.822,0.279,0.279,0.138,0.0,0.578,1.376,1.797,0.375,0.062,0.1828,0.0928,0.3997,0.0835,32,1,0,1,3,0.0,37.5,0.154,18.8,5.9,22.3,0.379,0.373,0.36,0.0,0.154,0.269,0.0,6.62,20,20,0.154,0.154,27,27,0,3,255.0,101.3,double 73mph EV | rocket LD 101mph | rocket LD 101mph,13.2,SI,31.73,7.0,False,-0.51,False,52.2,0.09,False,88.2,18.8,76.2,37.5,False,3.1,False,15.6,False,8.5,False,229,18,SI(31%):9/91pa  |  SL(25%):4/89pa  |  FF(17%):12/170pa  |  FC(14%):5/37pa,95.1,31.9,75.6,38.4,True,3.9,False,18.8,False,25.9,True,366,27,93.3,26.5,True,3.6,False,16.9,False,22.7,True,7.38,18.9,10.1,1.0,,,,,,,0.0,6.62,43.8,78.1,12.3,9.0,7.3,43.7,84.3,12.8,7.2,7.2,46.2,76.2,14.4,7.3,7.4,,,,,,4.4,10.0,,,0.31,34.9,22.0,0
D,0,PHI,Max Kepler,596146,L,0,False,Bryce Elder,693821,Right,ATL,"SI, SL, FF, FC",823415,01:05 PM,PHI,ATL,3,0.2,True,False,False,False,0,2,0,1,0.4725,145,133,3,1,33.3,19.4,29.2,609.0,58.8,0.0946,0.0144,,,,,,🟢 Disciplined,59.0,0.0,,8.3,,,3.7,0.646,0.03,0.03,0.061,0.0,0.182,0.813,0.798,0.03,0.0082,0.1749,0.0247,0.216,0.0082,10,0,82,0,0,0.0,50.0,0.0,10.0,,16.6,0.253,0.29,0.243,0.0,0.0,0.088,0.0,0.805,5,5,0.0,0.0,25,25,0,0,0.0,0.0,,9.4,SI,20.14,7.2,False,0.62,False,52.2,0.09,False,83.0,10.0,72.1,50.0,False,0.0,False,10.0,False,37.0,False,79,1,SI(31%):0/24pa  |  SL(25%):0/18pa  |  FF(17%):1/34pa  |  FC(14%):0/12pa,89.6,30.4,69.2,32.9,False,6.3,True,27.8,True,20.7,False,133,2,88.0,26.3,False,3.8,False,21.8,False,19.7,False,1.5,17.3,5.3,1.0,,,,,,,0.0,0.805,60.0,70.0,6.9,11.0,7.4,44.3,82.3,3.1,10.9,7.0,49.6,78.9,6.5,11.2,7.3,,,,,,4.4,2.59,,,0.069,38.0,5.0,0
C,1,SD,Freddy Fermin,666023,R,0,False,Unknown (nan),nan,?,WSH,---,823254,05:10 PM,SD,WSH,2,0.8,False,False,False,False,2,0,0,0,0.5688,225,0,4,0,0.0,,,,,0.2369,0.0,,,,,,⬜ Neutral,56.0,0.0,,6.8,,,3.3,0.0,0.0,0.0,0.0,0.0,0.0,1.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0,51,0,1,10.0,10.0,0.0,30.0,0.0,15.1,0.244,0.278,0.244,0.0,0.0,0.0,0.0,0.0,20,20,0.0,0.0,4,4,0,1,372.0,98.5,deep fly ball 372ft 98mph,0.0,,27.63,3.7,False,-0.19,False,,,False,97.4,30.0,62.9,10.0,True,10.0,True,20.0,False,29.5,False,0,0,---,,,,,False,,False,,False,,False,0,0,,,False,,False,,False,,False,,,,1.0,,,,,,,0.0,0.0,50.0,80.0,8.6,13.6,7.2,,,,,,,,,,,,,,,,,,,,,,,0
